sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
10mg 1 tab po qd,,,,,1,,tablet,4,10, 1 tab,10,,mg,0,4,10mg,oral,11,13,po,1,,1,,day,,,,,,,,,14,16,qd,daily,,,,,,,,,,,
10mg 1 tab po tid,,,,,1,,tablet,4,10, 1 tab,10,,mg,0,4,10mg,oral,11,13,po,3,,1,,day,,,,,,,,,14,17,tid,3 times per day,,,,,,,,,,,
10mg bid,,,,,,,,,,,10,,mg,0,4,10mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
10mg by mouth every day,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,23,every day,daily,,,,,,,,,,,
10mg every day,,,,,,,,,,,10,,mg,0,4,10mg,,,,,1,,1,,day,,,,,,,,,5,14,every day,daily,,,,,,,,,,,
10mg po bid,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
10mg po qd,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,10,qd,daily,,,,,,,,,,,
10mg po qday,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,12,qday,daily,,,,,,,,,,,
10mg po tid,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
10mg q day,,,,,,,,,,,10,,mg,0,4,10mg,,,,,1,,1,,day,,,,,,,,,5,10,q day,daily,,,,,,,,,,,
10mg qd,,,,,,,,,,,10,,mg,0,4,10mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
10mg qday,,,,,,,,,,,10,,mg,0,4,10mg,,,,,1,,1,,day,,,,,,,,,5,9,qday,daily,,,,,,,,,,,
10mg qid,,,,,,,,,,,10,,mg,0,4,10mg,,,,,4,,1,,day,,,,,,,,,5,8,qid,4 times per day,,,,,,,,,,,
10mg take 1po qd,take,5,9,take,,,,,,,10,,mg,0,4,10mg,,,,,1,,1,,day,,,,,,,,,14,16,qd,daily,,,,,,,,,,,
10mg tid,,,,,,,,,,,10,,mg,0,4,10mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
12.5 mg bid,,,,,,,,,,,12.5,,mg,0,7,12.5 mg,,,,,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
12.5 mg orally twice daily with meals,,,,,,,,,,,12.5,,mg,0,7,12.5 mg,oral,8,14,orally,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
12.5 mg po bid,,,,,,,,,,,12.5,,mg,0,7,12.5 mg,oral,8,10,po,2,,1,,day,,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,
12.5mg bid,,,,,,,,,,,12.5,,mg,0,6,12.5mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
12.5mg po bid,,,,,,,,,,,12.5,,mg,0,6,12.5mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
1200 mg orally twice daily with meals,,,,,,,,,,,1200,,mg,0,7,1200 mg,oral,8,14,orally,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
15 mg bid,,,,,,,,,,,15,,mg,0,5,15 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
150 mg bid,,,,,,,,,,,150,,mg,0,6,150 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
150 mg po bid,,,,,,,,,,,150,,mg,0,6,150 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
150mg (oral tablet) po bid,,,,,,,,,,,150,,mg,0,5,150mg,oral,7,11,oral,2,,1,,day,,,,,,,,,23,26,bid,twice daily,,,,,,,,,,,
150mg 1 tab po bid,,,,,1,,tablet,5,11, 1 tab,150,,mg,0,5,150mg,oral,12,14,po,2,,1,,day,,,,,,,,,15,18,bid,twice daily,,,,,,,,,,,
150mg bid,,,,,,,,,,,150,,mg,0,5,150mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
150mg po bid,,,,,,,,,,,150,,mg,0,5,150mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
15mg bid,,,,,,,,,,,15,,mg,0,4,15mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
15mg po bid,,,,,,,,,,,15,,mg,0,4,15mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
15mg tid,,,,,,,,,,,15,,mg,0,4,15mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
17 gm orally every 24 hours as needed for constipation,,,,,,,,,,,17,,g,0,5,17 gm,oral,6,12,orally,1,,24,,hour,,,,,,,,,13,26,every 24 hour,every 24 hours,,,,,,,1,constipation,28,54,as needed for constipation
1mg bid,,,,,,,,,,,1,,mg,0,3,1mg,,,,,2,,1,,day,,,,,,,,,4,7,bid,twice daily,,,,,,,,,,,
1mg po bid,,,,,,,,,,,1,,mg,0,3,1mg,oral,4,6,po,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
1mg po tid,,,,,,,,,,,1,,mg,0,3,1mg,oral,4,6,po,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
1mg tid,,,,,,,,,,,1,,mg,0,3,1mg,,,,,3,,1,,day,,,,,,,,,4,7,tid,3 times per day,,,,,,,,,,,
1tablet oral bid,,,,,1,,tablet,0,4,1tab,,,,,,,oral,8,12,oral,2,,1,,day,,,,,,,,,13,16,bid,twice daily,,,,,,,,,,,
2 (two) tablets by mouth every week,,,,,2,,tablet,1,11, (two) tab,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,,,,,,,,,,,
2 (two) tablets by mouth with dinner,,,,,2,,tablet,1,11, (two) tab,,,,,,,oral,16,24,by mouth,,,,,,,,,,with dinner,,,,25,36,with dinner, with dinner,,,,,,,,,,,
2 bid,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,2,5,bid,twice daily,,,,,,,,,,,
"2 cap orally three times daily, with meals",,,,,2,,capsule,0,5,2 cap,,,,,,,oral,6,12,orally,3,,1,,day,,,,,,,,,13,30,three times daily,3 times per day,,,,,,,,,,,
2 mg bid,,,,,,,,,,,2,,mg,0,4,2 mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
2 mg po bid,,,,,,,,,,,2,,mg,0,4,2 mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
2 milligrams subcutaneously every week,,,,,,,,,,,2,,mg,0,11,2 milligram,subcutaneous,13,27,subcutaneously,1,,1,,week,,,,,,,,,28,38,every week,every week,,,,,,,,,,,
2 puffs bid,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
2 puffs qid,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,4,,1,,day,,,,,,,,,8,11,qid,4 times per day,,,,,,,,,,,
2 qd,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,2,4,qd,daily,,,,,,,,,,,
2 tablets by mouth every week,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
2 tablets by mouth with dinner,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,,,,,,,,,,with dinner,,,,19,30,with dinner, with dinner,,,,,,,,,,,
2 tabs bid,,,,,2,,tablet,0,5,2 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
2.5 mg bid,,,,,,,,,,,2.5,,mg,0,6,2.5 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
20 mg bid,,,,,,,,,,,20,,mg,0,5,20 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
20 mg by mouth every day,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
20 mg one tablet by mouth every day,,,,,1,,tablet,5,13, one tab,20,,mg,0,5,20 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,35,every day,daily,,,,,,,,,,,
20 mg po bid,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
20 mg po q day,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,14,q day,daily,,,,,,,,,,,
20 mg po qd,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,11,qd,daily,,,,,,,,,,,
20 mg po qday,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,13,qday,daily,,,,,,,,,,,
20 mg qd,,,,,,,,,,,20,,mg,0,5,20 mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
20 mg qday,,,,,,,,,,,20,,mg,0,5,20 mg,,,,,1,,1,,day,,,,,,,,,6,10,qday,daily,,,,,,,,,,,
20 mg tablet (also known as lasix) 1 tablet by mouth every other day,,,,,1,,tablet,34,40, 1 tab,20,,mg,0,5,20 mg,oral,44,52,by mouth,1,,2,,day,,,,,,,,,53,68,every other day,every 2 days,,,,,,,,,,,
20 mg tid,,,,,,,,,,,20,,mg,0,5,20 mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
200 mg bid,,,,,,,,,,,200,,mg,0,6,200 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
200 mg po bid,,,,,,,,,,,200,,mg,0,6,200 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
200mg bid,,,,,,,,,,,200,,mg,0,5,200mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
200mg po bid,,,,,,,,,,,200,,mg,0,5,200mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
20mg 1 po qd,,,,,,,,,,,20,,mg,0,4,20mg,oral,7,9,po,1,,1,,day,,,,,,,,,10,12,qd,daily,,,,,,,,,,,
20mg 1 tab po bid,,,,,1,,tablet,4,10, 1 tab,20,,mg,0,4,20mg,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
20mg 1 tab po qd,,,,,1,,tablet,4,10, 1 tab,20,,mg,0,4,20mg,oral,11,13,po,1,,1,,day,,,,,,,,,14,16,qd,daily,,,,,,,,,,,
20mg bid,,,,,,,,,,,20,,mg,0,4,20mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
20mg every other day,,,,,,,,,,,20,,mg,0,4,20mg,,,,,1,,2,,day,,,,,,,,,5,20,every other day,every 2 days,,,,,,,,,,,
20mg po bid,,,,,,,,,,,20,,mg,0,4,20mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
20mg po qd,,,,,,,,,,,20,,mg,0,4,20mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,10,qd,daily,,,,,,,,,,,
20mg po qday,,,,,,,,,,,20,,mg,0,4,20mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,12,qday,daily,,,,,,,,,,,
20mg po tid,,,,,,,,,,,20,,mg,0,4,20mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
20mg q day,,,,,,,,,,,20,,mg,0,4,20mg,,,,,1,,1,,day,,,,,,,,,5,10,q day,daily,,,,,,,,,,,
20mg qd,,,,,,,,,,,20,,mg,0,4,20mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
20mg qday,,,,,,,,,,,20,,mg,0,4,20mg,,,,,1,,1,,day,,,,,,,,,5,9,qday,daily,,,,,,,,,,,
20mg take 1po qd,take,5,9,take,,,,,,,20,,mg,0,4,20mg,,,,,1,,1,,day,,,,,,,,,14,16,qd,daily,,,,,,,,,,,
20mg tid,,,,,,,,,,,20,,mg,0,4,20mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
25 mg bid,,,,,,,,,,,25,,mg,0,5,25 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
25 mg by mouth every day,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
25 mg orally twice daily with meals,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,12,orally,2,,1,,day,,,,,,,,,13,24,twice daily,twice daily,,,,,,,,,,,
25 mg po bid,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
25 mg po qd,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,11,qd,daily,,,,,,,,,,,
25 mg qd,,,,,,,,,,,25,,mg,0,5,25 mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
25 mg tid,,,,,,,,,,,25,,mg,0,5,25 mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
250 mg bid,,,,,,,,,,,250,,mg,0,6,250 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
250 mg orally twice daily with meals,,,,,,,,,,,250,,mg,0,6,250 mg,oral,7,13,orally,2,,1,,day,,,,,,,,,14,25,twice daily,twice daily,,,,,,,,,,,
250mg bid,,,,,,,,,,,250,,mg,0,5,250mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
25mg 1 po qd,,,,,,,,,,,25,,mg,0,4,25mg,oral,7,9,po,1,,1,,day,,,,,,,,,10,12,qd,daily,,,,,,,,,,,
25mg 1 tab po bid,,,,,1,,tablet,4,10, 1 tab,25,,mg,0,4,25mg,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
25mg bid,,,,,,,,,,,25,,mg,0,4,25mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
25mg po bid,,,,,,,,,,,25,,mg,0,4,25mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
25mg po qd,,,,,,,,,,,25,,mg,0,4,25mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,10,qd,daily,,,,,,,,,,,
25mg po qday,,,,,,,,,,,25,,mg,0,4,25mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,12,qday,daily,,,,,,,,,,,
25mg po tid,,,,,,,,,,,25,,mg,0,4,25mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
25mg qd,,,,,,,,,,,25,,mg,0,4,25mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
25mg qday,,,,,,,,,,,25,,mg,0,4,25mg,,,,,1,,1,,day,,,,,,,,,5,9,qday,daily,,,,,,,,,,,
25mg tid,,,,,,,,,,,25,,mg,0,4,25mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
2mg bid,,,,,,,,,,,2,,mg,0,3,2mg,,,,,2,,1,,day,,,,,,,,,4,7,bid,twice daily,,,,,,,,,,,
2mg po bid,,,,,,,,,,,2,,mg,0,3,2mg,oral,4,6,po,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
3 (three) tablets by mouth every week,,,,,3,,tablet,1,13, (three) tab,,,,,,,oral,18,26,by mouth,1,,1,,week,,,,,,,,,27,37,every week,every week,,,,,,,,,,,
3 tablets by mouth every other week,,,,,3,,tablet,0,5,3 tab,,,,,,,oral,10,18,by mouth,1,,2,,week,,,,,,,,,19,35,every other week,every 2 weeks,,,,,,,,,,,
3 tablets by mouth every week,,,,,3,,tablet,0,5,3 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
3.125 mg orally twice daily with meals,,,,,,,,,,,3.125,,mg,0,8,3.125 mg,oral,9,15,orally,2,,1,,day,,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,
30 mg bid,,,,,,,,,,,30,,mg,0,5,30 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
30 mg by mouth every day,,,,,,,,,,,30,,mg,0,5,30 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
30 mg po bid,,,,,,,,,,,30,,mg,0,5,30 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
300 mg bid,,,,,,,,,,,300,,mg,0,6,300 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
300 mg po bid,,,,,,,,,,,300,,mg,0,6,300 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
300 mg po tid,,,,,,,,,,,300,,mg,0,6,300 mg,oral,7,9,po,3,,1,,day,,,,,,,,,10,13,tid,3 times per day,,,,,,,,,,,
300 mg tid,,,,,,,,,,,300,,mg,0,6,300 mg,,,,,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
300mg (oral tablet) po bid,,,,,,,,,,,300,,mg,0,5,300mg,oral,7,11,oral,2,,1,,day,,,,,,,,,23,26,bid,twice daily,,,,,,,,,,,
300mg (oral tablet) po qd,,,,,,,,,,,300,,mg,0,5,300mg,oral,7,11,oral,1,,1,,day,,,,,,,,,23,25,qd,daily,,,,,,,,,,,
300mg bid,,,,,,,,,,,300,,mg,0,5,300mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
300mg po bid,,,,,,,,,,,300,,mg,0,5,300mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
300mg po tid,,,,,,,,,,,300,,mg,0,5,300mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
300mg qd,,,,,,,,,,,300,,mg,0,5,300mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
300mg tid,,,,,,,,,,,300,,mg,0,5,300mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
30mg bid,,,,,,,,,,,30,,mg,0,4,30mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
30mg po bid,,,,,,,,,,,30,,mg,0,4,30mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
30mg qd,,,,,,,,,,,30,,mg,0,4,30mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
30mg tid,,,,,,,,,,,30,,mg,0,4,30mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
325 mg bid,,,,,,,,,,,325,,mg,0,6,325 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
325 mg by mouth every day,,,,,,,,,,,325,,mg,0,6,325 mg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,25,every day,daily,,,,,,,,,,,
"325 mg orally three times daily, with meals",,,,,,,,,,,325,,mg,0,6,325 mg,oral,7,13,orally,3,,1,,day,,,,,,,,,14,31,three times daily,3 times per day,,,,,,,,,,,
325 mg orally twice daily with meals,,,,,,,,,,,325,,mg,0,6,325 mg,oral,7,13,orally,2,,1,,day,,,,,,,,,14,25,twice daily,twice daily,,,,,,,,,,,
325mg bid,,,,,,,,,,,325,,mg,0,5,325mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
325mg po bid,,,,,,,,,,,325,,mg,0,5,325mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
325mg qd,,,,,,,,,,,325,,mg,0,5,325mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
4 (four) tablets by mouth every week,,,,,4,,tablet,1,12, (four) tab,,,,,,,oral,17,25,by mouth,1,,1,,week,,,,,,,,,26,36,every week,every week,,,,,,,,,,,
4 mg bid,,,,,,,,,,,4,,mg,0,4,4 mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
4 mg po bid,,,,,,,,,,,4,,mg,0,4,4 mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
4 tablets by mouth every week,,,,,4,,tablet,0,5,4 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
40 mg bid,,,,,,,,,,,40,,mg,0,5,40 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
40 mg by mouth every day,,,,,,,,,,,40,,mg,0,5,40 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
40 mg po bid,,,,,,,,,,,40,,mg,0,5,40 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
40 mg po q day,,,,,,,,,,,40,,mg,0,5,40 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,14,q day,daily,,,,,,,,,,,
40 mg po qd,,,,,,,,,,,40,,mg,0,5,40 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,11,qd,daily,,,,,,,,,,,
40 mg po qday,,,,,,,,,,,40,,mg,0,5,40 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,13,qday,daily,,,,,,,,,,,
40 mg qd,,,,,,,,,,,40,,mg,0,5,40 mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
40 mg qday,,,,,,,,,,,40,,mg,0,5,40 mg,,,,,1,,1,,day,,,,,,,,,6,10,qday,daily,,,,,,,,,,,
40 mg tablet (also known as lasix) 1 tablet by mouth every other day,,,,,1,,tablet,34,40, 1 tab,40,,mg,0,5,40 mg,oral,44,52,by mouth,1,,2,,day,,,,,,,,,53,68,every other day,every 2 days,,,,,,,,,,,
400 mg bid,,,,,,,,,,,400,,mg,0,6,400 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
400 mg po bid,,,,,,,,,,,400,,mg,0,6,400 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
400mg bid,,,,,,,,,,,400,,mg,0,5,400mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
400mg po bid,,,,,,,,,,,400,,mg,0,5,400mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
400mg tid,,,,,,,,,,,400,,mg,0,5,400mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
40mg 1 po qd,,,,,,,,,,,40,,mg,0,4,40mg,oral,7,9,po,1,,1,,day,,,,,,,,,10,12,qd,daily,,,,,,,,,,,
40mg 1 tab po bid,,,,,1,,tablet,4,10, 1 tab,40,,mg,0,4,40mg,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
40mg 1 tab po qd,,,,,1,,tablet,4,10, 1 tab,40,,mg,0,4,40mg,oral,11,13,po,1,,1,,day,,,,,,,,,14,16,qd,daily,,,,,,,,,,,
40mg bid,,,,,,,,,,,40,,mg,0,4,40mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
40mg po bid,,,,,,,,,,,40,,mg,0,4,40mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
40mg po qd,,,,,,,,,,,40,,mg,0,4,40mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,10,qd,daily,,,,,,,,,,,
40mg po qday,,,,,,,,,,,40,,mg,0,4,40mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,12,qday,daily,,,,,,,,,,,
40mg q day,,,,,,,,,,,40,,mg,0,4,40mg,,,,,1,,1,,day,,,,,,,,,5,10,q day,daily,,,,,,,,,,,
40mg qd,,,,,,,,,,,40,,mg,0,4,40mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
40mg qday,,,,,,,,,,,40,,mg,0,4,40mg,,,,,1,,1,,day,,,,,,,,,5,9,qday,daily,,,,,,,,,,,
40mg take 1po qd,take,5,9,take,,,,,,,40,,mg,0,4,40mg,,,,,1,,1,,day,,,,,,,,,14,16,qd,daily,,,,,,,,,,,
4mg bid,,,,,,,,,,,4,,mg,0,3,4mg,,,,,2,,1,,day,,,,,,,,,4,7,bid,twice daily,,,,,,,,,,,
5 (five) tablets by mouth every week,,,,,5,,tablet,1,12, (five) tab,,,,,,,oral,17,25,by mouth,1,,1,,week,,,,,,,,,26,36,every week,every week,,,,,,,,,,,
5 mg bid,,,,,,,,,,,5,,mg,0,4,5 mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
5 mg by mouth every day,,,,,,,,,,,5,,mg,0,4,5 mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,23,every day,daily,,,,,,,,,,,
"5 mg orally three times daily, before meals",,,,,,,,,,,5,,mg,0,4,5 mg,oral,5,11,orally,3,,1,,day,,,,,,,,,12,29,three times daily,3 times per day,,,,,,,,,,,
5 mg po bid,,,,,,,,,,,5,,mg,0,4,5 mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
5 mg po qd,,,,,,,,,,,5,,mg,0,4,5 mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,10,qd,daily,,,,,,,,,,,
5 mg po qday,,,,,,,,,,,5,,mg,0,4,5 mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,12,qday,daily,,,,,,,,,,,
5 mg qd,,,,,,,,,,,5,,mg,0,4,5 mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
5 mg tid,,,,,,,,,,,5,,mg,0,4,5 mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
5 tablets by mouth every week,,,,,5,,tablet,0,5,5 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
