sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
take 1 capsule every day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,24,every day,daily,,,,,,,,,,,,,,,
take 1 capsule every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,28,every morning,daily,in the morning,15,28,every morning,,,,,,,,,,,
take 1 capsule nightly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,22,nightly,daily,at night,15,22,nightly,,,,,,,,,,,
take 1 capsule once daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,25,once daily,daily,,,,,,,,,,,,,,,
take 1 capsule three times a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,3,,1,,day,,,,,,,,15,32,three times a day,3 times per day,,,,,,,,,,,,,,,
take 1 capsule twice a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,2,,1,,day,,,,,,,,15,26,twice a day,twice daily,,,,,,,,,,,,,,,
take 1 capsule twice daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,2,,1,,day,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,,,,,
take 1 capsule weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,week,,,,,,,,15,21,weekly,every week,,,,,,,,,,,,,,,
take 1 daily,take,0,4,take,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,7,12,daily,daily,,,,,,,,,,,,,,,
take 1 or 2 tablets by mouth every 6 hours as needed for pain,take,0,4,take,1,2,tablet,4,19, 1 or 2 tablets,,,,,,,by mouth,20,28,by mouth,1,,6,,hour,,,,,,,,29,41,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,43,61,as needed for pain
take 1 or 2 tablets every 4 to 6 hours as needed for pain to last 28 days,take,0,4,take,1,2,tablet,4,19, 1 or 2 tablets,,,,,,,,,,,1,,4,6,hour,,,,,,,,20,37,every 4 to 6 hour,every 4-6 hours,,,,,,,,,,,1,pain,39,73,as needed for pain to last 28 days
take 1 or 2 tablets every 4 to 6 hours as needed for pain to last 28 days,take,0,4,take,1,2,tablet,4,19, 1 or 2 tablets,,,,,,,,,,,1,,4,6,hour,,,,,,,,20,37,every 4 to 6 hour,every 4-6 hours,,,,,,,,,,,1,pain,39,73,as needed for pain to last 28 days
take 1 packet 17 gram mixed with 8 oz water juice soda coffee or tea by oral route once daily,take,0,4,take,1,,packet,4,13, 1 packet,17,,g,13,21, 17 gram,by mouth,72,76,oral,1,,1,,day,,,,,,,,83,93,once daily,daily,,,,,,,,,,,,,,,
take 1 puff each nostril dailt,take,0,4,take,1,,puff,4,11, 1 puff,,,,,,,in each nostril,12,24,each nostril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
take 1 tab bid,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,,,,,
take 1 tab by mouth daily,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
take 1 tab by mouth once per day generic,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,32,once per day,daily,,,,,,,,,,,,,,,
take 1 tab daily,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,11,16,daily,daily,,,,,,,,,,,,,,,
take 1 tab daily,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,11,16,daily,daily,,,,,,,,,,,,,,,
take 1 tab twice daily,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,11,22,twice daily,twice daily,,,,,,,,,,,,,,,
take 1 tablet 10 mg by oral route 4 times per day 30 minutes before meals and at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,23,27,oral,4,,1,,day,,,,,,,,34,49,4 times per day,4 times per day,before meals and at bedtime,61,88,before meals and at bedtime,,,,,,,,,,,
take 1 tablet 10 mg by oral route once may repeat at 2 hour intervals do not exceed 30 mg in 24 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,23,27,oral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
take 1 tablet 150 mg by oral route once,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,20, 150 mg,by mouth,24,28,oral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
take 1 tablet 500 mg by oral route 2 times per day with morning and evening meals,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,24,28,oral,2,,1,,day,,,,,,,,35,50,2 times per day,twice daily,with morning,51,63,with morning,,,,,,,,,,,
take 1 tablet 550 mg by oral route 2 times per day in the morning and evening,take,0,4,take,1,,tablet,4,13, 1 tablet,550,,mg,13,20, 550 mg,by mouth,24,28,oral,2,,1,,day,,,,,,,,35,50,2 times per day,twice daily,in the morning,51,65,in the morning,,,,,,,,,,,
take 1 tablet 600 mg by oral route every 6 hours as needed with food,take,0,4,take,1,,tablet,4,13, 1 tablet,600,,mg,13,20, 600 mg,by mouth,24,28,oral,1,,6,,hour,,,,,,,,35,47,every 6 hour,every 6 hours,,,,,,,,,,,1,,49,68,as needed with food
take 1 tablet 70 mg by oral route once weekly in the morning at least 30 min before first food beverage or medication of day,take,0,4,take,1,,tablet,4,13, 1 tablet,70,,mg,13,19, 70 mg,by mouth,23,27,oral,1,,1,,week,,,,,,,,34,45,once weekly,every week,in the morning,46,60,in the morning,,,,,,,,,,,
take 1 tablet 8 mg and place on top of the tongue where it will dissolve then swallow by oral route every 8 hours as needed for nausea,take,0,4,take,1,,tablet,4,13, 1 tablet,8,,mg,13,18, 8 mg,by mouth,89,93,oral,1,,8,,hour,,,,,,,,100,112,every 8 hour,every 8 hours,,,,,,,,,,,1,nausea,114,134,as needed for nausea
take 1 tablet 2 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,2,,1,,day,,,,,,,,14,27,2 times a day,twice daily,,,,,,,,,,,,,,,
take 1 tablet 3 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,3,,1,,day,,,,,,,,14,27,3 times a day,3 times per day,,,,,,,,,,,,,,,
take 1 tablet 3 times daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,3,,1,,day,,,,,,,,14,27,3 times daily,3 times per day,,,,,,,,,,,,,,,
take 1 tablet 3 times daily as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,3,,1,,day,,,,,,,,14,27,3 times daily,3 times per day,,,,,,,,,,,1,,28,37,as needed
take 1 tablet as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,23,as needed
take 1 tablet at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,,,,,
take 1 tablet at bedtime must last 30 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,,,,,
take 1 tablet at bedtime as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,1,,25,34,as needed
take 1 tablet at bedtime as needed for sleep,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,1,sleep,25,44,as needed for sleep
take 1 tablet at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,24,at bedtime,daily,at bedtime,14,24,at bedtime,,,,,,,,,,,
take 1 tablet by mouth 2 two times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,25,40,two times a day,twice daily,,,,,,,,,,,,,,,
take 1 tablet by mouth 2 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,23,36,2 times a day,twice daily,,,,,,,,,,,,,,,
take 1 tablet by mouth 2 times daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,23,36,2 times daily,twice daily,,,,,,,,,,,,,,,
take 1 tablet by mouth 3 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,36,3 times a day,3 times per day,,,,,,,,,,,,,,,
take 1 tablet by mouth 3 times a day as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,36,3 times a day,3 times per day,,,,,,,,,,,1,,37,46,as needed
take 1 tablet by mouth 3 times daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,36,3 times daily,3 times per day,,,,,,,,,,,,,,,
take 1 tablet by mouth 3 times daily must last 28 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,36,3 times daily,3 times per day,,,,,,,,,,,,,,,
take 1 tablet by mouth 3 times daily take with food,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,36,3 times daily,3 times per day,,,,,,,,,,,,,,,
take 1 tablet by mouth 3 times daily as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,36,3 times daily,3 times per day,,,,,,,,,,,1,,37,46,as needed
take 1 tablet by mouth 4 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,4,,1,,day,,,,,,,,23,36,4 times a day,4 times per day,,,,,,,,,,,,,,,
take 1 tablet by mouth as directed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,,,,,,,,,,,,,23,34,as directed,,,,,,,,,,,,,,,,
take 1 tablet by mouth as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,32,as needed
take 1 tablet by mouth at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,at bedtime,daily,at bedtime,23,33,at bedtime,,,,,,,,,,,
take 1 tablet by mouth at bedtime as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,at bedtime,daily,at bedtime,23,33,at bedtime,,,,,,,1,,34,43,as needed
take 1 tablet by mouth at bedtime as needed for sleep,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,at bedtime,daily,at bedtime,23,33,at bedtime,,,,,,,1,sleep,34,53,as needed for sleep
take 1 tablet by mouth at bedtime as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,at bedtime,daily,at bedtime,23,33,at bedtime,,,,,,,1,,34,43,as needed
take 1 tablet by mouth at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,33,at bedtime,daily,at bedtime,23,33,at bedtime,,,,,,,,,,,
take 1 tablet by mouth at night,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,31,at night,daily,at night,23,31,at night,,,,,,,,,,,
take 1 tablet by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth daily new dose,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth daily as directed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth daily as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,1,,29,38,as needed
take 1 tablet by mouth daily as needed for anxiety,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,1,anxiety,29,50,as needed for anxiety
take 1 tablet by mouth daily as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,1,pain,29,47,as needed for pain
take 1 tablet by mouth daily at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,at bedtime,29,39,at bedtime,,,,,,,,,,,
take 1 tablet by mouth daily for blood pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth daily for high blood pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth daily in the evening,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,in the evening,29,43,in the evening,,,,,,,,,,,
take 1 tablet by mouth daily with breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,with breakfast,29,43,with breakfast,,,,,,,,,,,
take 1 tablet by mouth daily with food,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every 12 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
take 1 tablet by mouth every 12 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,,,,,,,1,,38,47,as needed
take 1 tablet by mouth every 12 hours as needed for anxiety,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,,,,,,,1,anxiety,38,59,as needed for anxiety
take 1 tablet by mouth every 12 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,,,,,,,1,pain,38,56,as needed for pain
take 1 tablet by mouth every 4 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,4,,hour,,,,,,,,23,35,every 4 hour,every 4 hours,,,,,,,,,,,1,,37,46,as needed
take 1 tablet by mouth every 4 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,4,,hour,,,,,,,,23,35,every 4 hour,every 4 hours,,,,,,,,,,,1,pain,37,55,as needed for pain
take 1 tablet by mouth every 4 to 6 hours as needed to last 28 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,4,6,hour,,,,,,,,23,40,every 4 to 6 hour,every 4-6 hours,,,,,,,,,,,1,,42,67,as needed to last 28 days
take 1 tablet by mouth every 4-6 hours as needed to last 28 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,4,6,hour,,,,,,,,23,37,every 4-6 hour,every 4-6 hours,,,,,,,,,,,1,,39,64,as needed to last 28 days
take 1 tablet by mouth every 6 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
take 1 tablet by mouth every 6 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,,37,46,as needed
take 1 tablet by mouth every 6 hours as needed must last 30 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,,37,64,as needed must last 30 days
take 1 tablet by mouth every 6 hours as needed for anxiety,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,anxiety,37,58,as needed for anxiety
take 1 tablet by mouth every 6 hours as needed for nausea,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,nausea,37,57,as needed for nausea
take 1 tablet by mouth every 6 hours as needed for nausea and vomiting,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,"nausea,vomiting",37,70,as needed for nausea and vomiting
take 1 tablet by mouth every 6 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,37,55,as needed for pain
take 1 tablet by mouth every 6 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,37,55,as needed for pain
take 1 tablet by mouth every 6 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,,37,46,as needed
take 1 tablet by mouth every 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,7,,day,,,,,,,,23,34,every 7 day,every 7 days,,,,,,,,,,,,,,,
take 1 tablet by mouth every 8 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
take 1 tablet by mouth every 8 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,1,,37,46,as needed
take 1 tablet by mouth every 8 hours as needed for anxiety,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,1,anxiety,37,58,as needed for anxiety
take 1 tablet by mouth every 8 hours as needed for nausea,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,1,nausea,37,57,as needed for nausea
take 1 tablet by mouth every 8 hours as needed for pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,1,pain,37,55,as needed for pain
take 1 tablet by mouth every day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every day as directed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every day as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,1,,33,42,as needed
take 1 tablet by mouth every day at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,43,every day at bedtime,daily,at bedtime,33,43,at bedtime,,,,,,,,,,,
take 1 tablet by mouth every day for high blood pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every day in the evening,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,47,every day in the evening,daily,in the evening,33,47,in the evening,,,,,,,,,,,
take 1 tablet by mouth every day with food,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every day needs appt for further refills,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every day brand name only,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every day replaces lisinopril,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,32,every day,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth every evening,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,36,every evening,daily,in the evening,23,36,every evening,,,,,,,,,,,
take 1 tablet by mouth every evening at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,47,every evening at bedtime,daily,in the evening at bedtime,23,47,every evening at bedtime,,,,,,,,,,,
take 1 tablet by mouth every evening for cholesterol,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,36,every evening,daily,in the evening,23,36,every evening,,,,,,,,,,,
take 1 tablet by mouth every evening,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,36,every evening,daily,in the evening,23,36,every evening,,,,,,,,,,,
take 1 tablet by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,36,every morning,daily,in the morning,23,36,every morning,,,,,,,,,,,
take 1 tablet by mouth every morning take with food,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,36,every morning,daily,in the morning,23,36,every morning,,,,,,,,,,,
take 1 tablet by mouth every morning with breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,36,every morning,daily,in the morning,23,36,every morning,,,,,,,,,,,
take 1 tablet by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,36,every morning,daily,in the morning,23,36,every morning,,,,,,,,,,,
take 1 tablet by mouth every night,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,34,every night,daily,at night,23,34,every night,,,,,,,,,,,
take 1 tablet by mouth every night at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,34,every night,daily,at night,23,34,every night,,,,,,,,,,,
take 1 tablet by mouth every night at bedtime as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,34,every night,daily,at night,23,34,every night,,,,,,,1,,46,55,as needed
take 1 tablet by mouth every night at bedtime as needed for sleep,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,34,every night,daily,at night,23,34,every night,,,,,,,1,sleep,46,65,as needed for sleep
take 1 tablet by mouth every other day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,2,,day,,,,,,,,23,38,every other day,every 2 days,,,,,,,,,,,,,,,
take 1 tablet by mouth every other day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,2,,day,,,,,,,,23,38,every other day,every 2 days,,,,,,,,,,,,,,,
take 1 tablet by mouth every week,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,week,,,,,,,,23,33,every week,every week,,,,,,,,,,,,,,,
take 1 tablet by mouth everyday,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,31,everyday,daily,,,,,,,,,,,,,,,
take 1 tablet by mouth five times daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,5,,1,,day,,,,,,,,23,39,five times daily,5 times per day,,,,,,,,,,,,,,,
