original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
INHALE 2 PUFFS ONCE A DAY AS NEEDED,inhale 2 puffs once a day as needed,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,1,,1,,day,,,,,,,,15,25,once a day,daily,,,,,,,,,,,1,,26,35,as needed
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH EVERY NIGHT FOR 7 DAYS,take 1 tablet 5 mg total by mouth every night for 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,45,every night,daily,at night,34,45,every night,7,,day,46,55,7 day,,,,,
TAKE 1 TABLET (20 MG TOTAL) BY MOUTH 3 TIMES A WEEK,take 1 tablet 20 mg total by mouth 3 times a week,take,0,4,take,1,,tablet,4,13, 1 tablet,20,,mg,13,19, 20 mg,by mouth,26,34,by mouth,3,,1,,week,,,,,,,,35,49,3 times a week,3 times per week,,,,,,,,,,,,,,,
TAKE 2 TABLETS (10 MG TOTAL) BY MOUTH EVERY NIGHT FOR 10 DAYS,take 2 tablets 10 mg total by mouth every night for 10 days,take,0,4,take,2,,tablet,4,14, 2 tablets,10,,mg,14,20, 10 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,47,every night,daily,at night,36,47,every night,10,,day,48,58,10 day,,,,,
TAKE 4 MG BY MOUTH EVERY 4 HOURS AS NEEDED,take 4 mg by mouth every 4 hours as needed,take,0,4,take,,,,,,,4,,mg,4,9, 4 mg,by mouth,10,18,by mouth,1,,4,,hour,,,,,,,,19,31,every 4 hour,every 4 hours,,,,,,,,,,,1,,33,42,as needed
INHALE 1 PUFF BY MOUTH DAILY. RINSE MOUTH WITH WATER AFTER USE. DO NOT SWALLOW,inhale 1 puff by mouth daily rinse mouth with water after use do not swallow,inhale,0,6,inhale,1,,puff,6,13, 1 puff,,,,,,,via inhalation,0,6,inhale,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
OMEPRAZOLE,omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (200 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 10 DAYS,take 1 tablet 200 mg total by mouth 2 times a day for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,200,,mg,13,20, 200 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,10,,day,50,60,10 day,,,,,
TAKE 1 TABLET (8 MEQ TOTAL) BY MOUTH DAILY,take 1 tablet 8 meq total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,8,,mEq,13,19, 8 meq,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,,,,,,,,,,,
TAKE 200 MG BY MOUTH EVERY 6 HOURS,take 200 mg by mouth every 6 hours,take,0,4,take,,,,,,,200,,mg,4,11, 200 mg,by mouth,12,20,by mouth,1,,6,,hour,,,,,,,,21,33,every 6 hour,every 6 hours,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH EVERY 12 HOURS FOR 5 DAYS,take 1 capsule by mouth every 12 hours for 5 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,12,,hour,,,,,,,,24,37,every 12 hour,every 12 hours,,,,,5,,day,39,48,5 day,,,,,
TAKE 1 TABLET(20 MG) BY MOUTH DAILY WITH DINNER,take 1 tablet20 mg by mouth daily with dinner,take,0,4,take,1,,tablet,4,13, 1 tablet,20,,mg,13,18,20 mg,by mouth,19,27,by mouth,1,,1,,day,,,,,,,,28,33,daily,daily,with dinner,34,45,with dinner,,,,,,,,,,,
TAKE 1 CAPSULE (150 MG TOTAL) BY MOUTH DAILY WITH DINNER,take 1 capsule 150 mg total by mouth daily with dinner,take,0,4,take,1,,capsule,4,14, 1 capsule,150,,mg,14,21, 150 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,with dinner,43,54,with dinner,,,,,,,,,,,
"TAKE 4 CAPSULES (1,000 MG TOTAL) BY MOUTH ONCE AS NEEDED (MIGRAINE) FOR UP TO 1 DOSE. PART OF THE MIGRAINE COCKTAIL",take 4 capsules 1000 mg total by mouth once as needed migraine for up to 1 dose part of the migraine cocktail,take,0,4,take,4,,capsule,4,15, 4 capsules,1000,,mg,15,23, 1000 mg,by mouth,30,38,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"migraine,migraine",44,109,as needed migraine for up to 1 dose part of the migraine cocktail
TAKE 3.5 ML (420 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 10 DAYS,take 3.5 ml 420 mg total by mouth 2 times a day for 10 days,take,0,4,take,3.5,,mL,4,11, 3.5 ml,420,,mg,11,18, 420 mg,by mouth,25,33,by mouth,2,,1,,day,,,,,,,,34,47,2 times a day,twice daily,,,,,10,,day,48,58,10 day,,,,,
2.5 ML BY MOUTH EVERY 4 HOURS AS NEEDED FOR PAIN OR FEVER,2.5 ml by mouth every 4 hours as needed for pain or fever,,,,,2.5,,mL,0,6,2.5 ml,,,,,,,by mouth,7,15,by mouth,1,,4,,hour,,,,,,,,16,28,every 4 hour,every 4 hours,,,,,,,,,,,1,"pain,fever",30,57,as needed for pain or fever
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY 4 HOURS AS NEEDED FOR MODERATE PAIN (PAIN) FOR UP TO 7 DAYS,take 1 tablet 10 mg total by mouth every 4 hours as needed for moderate pain pain for up to 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,4,,hour,,,,,,,,35,47,every 4 hour,every 4 hours,,,,,,,,,,,1,"moderate pain,pain",49,98,as needed for moderate pain pain for up to 7 days
TAKE 0.25 MG BY MOUTH AS NEEDED FOR ANXIETY,take 0.25 mg by mouth as needed for anxiety,take,0,4,take,,,,,,,0.25,,mg,4,12, 0.25 mg,by mouth,13,21,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,1,anxiety,22,43,as needed for anxiety
TAKE 2 CAPSULES BY MOUTH,take 2 capsules by mouth,take,0,4,take,2,,capsule,4,15, 2 capsules,,,,,,,by mouth,16,24,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 TABLET (100 MG TOTAL) BY MOUTH DAILY WITH BREAKFAST,take 1 tablet 100 mg total by mouth daily with breakfast,take,0,4,take,1,,tablet,4,13, 1 tablet,100,,mg,13,20, 100 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,with breakfast,42,56,with breakfast,,,,,,,,,,,
TAKE 1 TABLET (4 MG TOTAL) BY MOUTH EVERY OTHER DAY AS NEEDED (POOR ORAL INTAKE/DEHYDRATION). ON POD2 & POD 4,take 1 tablet 4 mg total by mouth every other day as needed poor oral intake/dehydration on pod2 & pod 4,take,0,4,take,1,,tablet,4,13, 1 tablet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,1,,2,,day,,,,,,,,34,49,every other day,every 2 days,,,,,,,,,,,1,,50,104,as needed poor oral intake/dehydration on pod2 & pod 4
ADMINISTER 1 DROP INTO THE LEFT EYE EVERY MORNING,administer 1 drop into the left eye every morning,administer,0,10,administer,1,,drops,10,17, 1 drop,,,,,,,in left eye,18,35,into the left eye,1,,1,,day,,,,,,,,36,49,every morning,daily,in the morning,36,49,every morning,,,,,,,,,,,
TAKE 1 TABLET (750 MG TOTAL) BY MOUTH AT BEDTIME,take 1 tablet 750 mg total by mouth at bedtime,take,0,4,take,1,,tablet,4,13, 1 tablet,750,,mg,13,20, 750 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,46,at bedtime,daily,at bedtime,36,46,at bedtime,,,,,,,,,,,
TAKE ONE TABLET BY MOUTH EVERY NIGHT AT BEDTIME AS NEEDED,take one tablet by mouth every night at bedtime as needed,take,0,4,take,1,,tablet,4,15, one tablet,,,,,,,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,36,every night,daily,at night,25,36,every night,,,,,,,1,,48,57,as needed
ADMINISTER 1 SPRAY (20 MG TOTAL) INTO ONE NOSTRIL ONCE FOR 1 DOSE,administer 1 spray 20 mg total into one nostril once for 1 dose,administer,0,10,administer,1,,spray,10,18, 1 spray,20,,mg,18,24, 20 mg,in nostril(s),40,47,nostril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLACE 1 PATCH ON THE SKIN DAILY FOR 28 DAYS. TAKE 21 MG AND 7 MG PATCH TOGETHER. MAY REMOVE BEFORE BEDTIME. ROTATE SITE TO AVOID IRRITATION,place 1 patch on the skin daily for 28 days take 21 mg and 7 mg patch together may remove before bedtime rotate site to avoid irritation,place,0,5,place,1,,transdermal patch,5,13, 1 patch,21,,mg,48,54, 21 mg,transdermally,8,13,patch,1,,1,,day,,,,,,,,26,31,daily,daily,before bedtime,90,104,before bedtime,28,,day,32,42,28 day,,,,,
TAKE 2 MG BY MOUTH EVERY 6 HOURS AS NEEDED,take 2 mg by mouth every 6 hours as needed,take,0,4,take,,,,,,,2,,mg,4,9, 2 mg,by mouth,10,18,by mouth,1,,6,,hour,,,,,,,,19,31,every 6 hour,every 6 hours,,,,,,,,,,,1,,33,42,as needed
TAKE 1.5 TABLETS (900 MG TOTAL) BY MOUTH EVERY 8 HOURS,take 1.5 tablets 900 mg total by mouth every 8 hours,take,0,4,take,1.5,,tablet,4,16, 1.5 tablets,900,,mg,16,23, 900 mg,by mouth,30,38,by mouth,1,,8,,hour,,,,,,,,39,51,every 8 hour,every 8 hours,,,,,,,,,,,,,,,
TAKE 1 CAPSULE WEEKLY,take 1 capsule weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,week,,,,,,,,15,21,weekly,every week,,,,,,,,,,,,,,,
TAKE 1 TABLET (400 MG TOTAL) BY MOUTH 2 TIMES A DAY AS NEEDED (PAIN) FOR UP TO 10 DAYS,take 1 tablet 400 mg total by mouth 2 times a day as needed pain for up to 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,400,,mg,13,20, 400 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,,,,,,,1,pain,50,82,as needed pain for up to 10 days
APPLY 4 G TOPICALLY 3 TIMES A DAY. APPLY 2 TO 3X / DAY ON A SCHEDULE FOR 2 WEEKS AND THEN AS NEEDED THEREAFTER,apply 4 g topically 3 times a day apply 2 to 3x / day on a schedule for 2 weeks and then as needed thereafter,apply,0,5,apply,,,,,,,4,,g,5,9, 4 g,topically,0,5,apply,3,,1,,day,,,,,,,,20,33,3 times a day,3 times per day,,,,,2,,week,68,78,2 week,1,,89,109,as needed thereafter
ONETOUCH ULTRA TEST STRIPS,onetouch ultra test strips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INJECT 0.9 MG UNDER THE SKIN DAILY,inject 0.9 mg under the skin daily,inject,0,6,inject,,,,,,,0.9,,mg,6,13, 0.9 mg,subcutaneously,14,28,under the skin,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 8 HOURS FOR 10 DAYS,take 1 tablet by mouth every 8 hours for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,10,,day,37,47,10 day,,,,,
TAKE 5 ML BY MOUTH EVERY 4 HOURS AS NEEDED FOR COUGH FOR UP TO 4 DAYS,take 5 ml by mouth every 4 hours as needed for cough for up to 4 days,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,10,18,by mouth,1,,4,,hour,,,,,,,,19,31,every 4 hour,every 4 hours,,,,,,,,,,,1,cough,33,69,as needed for cough for up to 4 days
TAKE 2 TABLETS 3 TIMES DAILY FOR 7 DAYS. THEN TAKE 2 TABLETS 2 TIMES DAILY FOR 7 DAYS. THEN TAKE 2 TABLETS DAILY FOR 7 DAYS. THEN STOP,take 2 tablets 3 times daily for 7 days then take 2 tablets 2 times daily for 7 days then take 2 tablets daily for 7 days then stop,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,,,,,3,,1,,day,,,,,,,,15,28,3 times daily,3 times per day,,,,,7,,day,29,38,7 day,,,,,
TAKE 30 ML (20 G TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED (CONSTIPATION),take 30 ml 20 g total by mouth 3 times a day as needed constipation,take,0,4,take,30,,mL,4,10, 30 ml,20,,g,10,15, 20 g,by mouth,22,30,by mouth,3,,1,,day,,,,,,,,31,44,3 times a day,3 times per day,,,,,,,,,,,1,constipation,45,67,as needed constipation
TAKE 3 CAPSULES (3 MG TOTAL) BY MOUTH EVERY 12 HOURS. DOSE = 0.045 MG/KG/DAY. START ON DAY -3,take 3 capsules 3 mg total by mouth every 12 hours dose = 0.045 mg/kg/day start on day -3,take,0,4,take,3,,capsule,4,15, 3 capsules,3,,mg,15,20, 3 mg,by mouth,27,35,by mouth,1,,12,,hour,,,,,,,,36,49,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 5 ML BY MOUTH EVERY 6 HOURS AS NEEDED (COUGH),take 5 ml by mouth every 6 hours as needed cough,take,0,4,take,5,,mL,4,9, 5 ml,,,,,,,by mouth,10,18,by mouth,1,,6,,hour,,,,,,,,19,31,every 6 hour,every 6 hours,,,,,,,,,,,1,cough,33,48,as needed cough
TAKE 1 TABLET (2.5 MG TOTAL) BY MOUTH EVERY MORNING,take 1 tablet 2.5 mg total by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,2.5,,mg,13,20, 2.5 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,49,every morning,daily,in the morning,36,49,every morning,,,,,,,,,,,
TAKE 1 TABLET (200 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MILD PAIN FOR UP TO 10 DAYS,take 1 tablet 200 mg total by mouth every 6 hours as needed for mild pain for up to 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,200,,mg,13,20, 200 mg,by mouth,27,35,by mouth,1,,6,,hour,,,,,,,,36,48,every 6 hour,every 6 hours,,,,,,,,,,,1,mild pain,50,91,as needed for mild pain for up to 10 days
MAINTENANCE: INJECT 1 SYRINGE SUBCUTANEOUSLY EVERY 4 WEEKS. REFRIGERATE. DO NOT FREEZE,maintenance: inject 1 syringe subcutaneously every 4 weeks refrigerate do not freeze,inject,13,19,inject,1,,syringe,19,29, 1 syringe,,,,,,,subcutaneously,30,44,subcutaneously,1,,4,,week,,,,,,,,45,57,every 4 week,every 4 weeks,,,,,,,,,,,,,,,
1 DROP IN THE LEFT EYE TID AFTER SURGERY; OK TO SUBSTITUTE FOR PREDNISOLONE 1% QID,1 drop in the left eye tid after surgery ok to substitute for prednisolone 1% qid,,,,,1,,drops,0,6,1 drop,,,,,,,in left eye,7,22,in the left eye,3,,1,,day,,,,,,,,23,26,tid,3 times per day,,,,,,,,,,,,,,,
TAKE 1 TABLET (25 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR ITCHING FOR UP TO 5 DAYS,take 1 tablet 25 mg total by mouth every 6 hours as needed for itching for up to 5 days,take,0,4,take,1,,tablet,4,13, 1 tablet,25,,mg,13,19, 25 mg,by mouth,26,34,by mouth,1,,6,,hour,,,,,,,,35,47,every 6 hour,every 6 hours,,,,,,,,,,,1,itching,49,87,as needed for itching for up to 5 days
TAKE 0.25 MG BY MOUTH EVERY NIGHT AS NEEDED,take 0.25 mg by mouth every night as needed,take,0,4,take,,,,,,,0.25,,mg,4,12, 0.25 mg,by mouth,13,21,by mouth,1,,1,,day,,,,,,,,22,33,every night,daily,at night,22,33,every night,,,,,,,1,,34,43,as needed
TAKE 1 CAPSULE(0.4 MG) BY MOUTH EVERY EVENING,take 1 capsule0.4 mg by mouth every evening,take,0,4,take,1,,capsule,4,14, 1 capsule,0.4,,mg,14,20,0.4 mg,by mouth,21,29,by mouth,1,,1,,day,,,,,,,,30,43,every evening,daily,in the evening,30,43,every evening,,,,,,,,,,,
TAKE 0.2 MG BY MOUTH 3 TIMES A DAY,take 0.2 mg by mouth 3 times a day,take,0,4,take,,,,,,,0.2,,mg,4,11, 0.2 mg,by mouth,12,20,by mouth,3,,1,,day,,,,,,,,21,34,3 times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 5.3 ML (424 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 10 DAYS,take 5.3 ml 424 mg total by mouth 2 times a day for 10 days,take,0,4,take,5.3,,mL,4,11, 5.3 ml,424,,mg,11,18, 424 mg,by mouth,25,33,by mouth,2,,1,,day,,,,,,,,34,47,2 times a day,twice daily,,,,,10,,day,48,58,10 day,,,,,
TAKE 1 TABLET (0.125 MG TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED (ABDOMINAL PAIN),take 1 tablet 0.125 mg total by mouth 3 times a day as needed abdominal pain,take,0,4,take,1,,tablet,4,13, 1 tablet,0.125,,mg,13,22, 0.125 mg,by mouth,29,37,by mouth,3,,1,,day,,,,,,,,38,51,3 times a day,3 times per day,,,,,,,,,,,1,abdominal pain,52,76,as needed abdominal pain
TAKE 1 TABLET BY MOUTH TWICE DAILY FOR BLOOD PRESSURE,take 1 tablet by mouth twice daily for blood pressure,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,23,34,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (20 MG TOTAL) BY MOUTH DAILY INDICATIONS: ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY,take 1 capsule 20 mg total by mouth daily indications: attention deficit disorder with hyperactivity,take,0,4,take,1,,capsule,4,14, 1 capsule,20,,mg,14,20, 20 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (300 MG TOTAL) BY MOUTH 4 TIMES A DAY FOR 7 DAYS,take 1 capsule 300 mg total by mouth 4 times a day for 7 days,take,0,4,take,1,,capsule,4,14, 1 capsule,300,,mg,14,21, 300 mg,by mouth,28,36,by mouth,4,,1,,day,,,,,,,,37,50,4 times a day,4 times per day,,,,,7,,day,51,60,7 day,,,,,
"TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 7 DAYS. TAKE WITH FOOD(BREAKFAST AND EVENING MEAL), AVOID SUN",take 1 capsule 100 mg total by mouth every 12 hours for 7 days take with foodbreakfast and evening meal avoid sun,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,1,,12,,hour,,,,,,,,37,50,every 12 hour,every 12 hours,,,,,7,,day,52,61,7 day,,,,,
TAKE ONE CAPSULE BY MOUTH TWICE DAILY FOR 10 DAYS,take one capsule by mouth twice daily for 10 days,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,17,25,by mouth,2,,1,,day,,,,,,,,26,37,twice daily,twice daily,,,,,10,,day,38,48,10 day,,,,,
TAKE 1 TABLET BY MOUTH EVERY 12 HOURS FOR 3 DAYS. START TAKING 2 DAYS PRIOR TO BOTOX APPT,take 1 tablet by mouth every 12 hours for 3 days start taking 2 days prior to botox appt,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,12,,hour,,,,,,,,23,36,every 12 hour,every 12 hours,,,,,3,,day,38,47,3 day,,,,,
INJECT 0.45 ML (45 UNITS TOTAL) UNDER THE SKIN EVERY NIGHT,inject 0.45 ml 45 units total under the skin every night,inject,0,6,inject,0.45,,mL,6,14, 0.45 ml,45,,units,14,23, 45 units,subcutaneously,30,44,under the skin,1,,1,,day,,,,,,,,45,56,every night,daily,at night,45,56,every night,,,,,,,,,,,
TAKE 1 CAPSULE (40 MG TOTAL) BY MOUTH EVERY EVENING BEFORE DINNER,take 1 capsule 40 mg total by mouth every evening before dinner,take,0,4,take,1,,capsule,4,14, 1 capsule,40,,mg,14,20, 40 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,49,every evening,daily,in the evening,36,49,every evening,,,,,,,,,,,
APPLY 0.5 INCHES (0.5 G TOTAL) TO LEFT EYE EVERY NIGHT FOR 10 DAYS,apply 0.5 inches 0.5 g total to left eye every night for 10 days,apply,0,5,apply,,,,,,,0.5,,g,16,22, 0.5 g,topically,0,5,apply,1,,1,,day,,,,,,,,41,52,every night,daily,at night,41,52,every night,10,,day,53,63,10 day,,,,,
TAKE 1 TABLET (4 MG TOTAL) BY MOUTH EVERY OTHER DAY AS NEEDED (POOR ORAL INTAKE/DEHYDRATION) FOR UP TO 2 DOSES. ON POD2 & POD 4,take 1 tablet 4 mg total by mouth every other day as needed poor oral intake/dehydration for up to 2 doses on pod2 & pod 4,take,0,4,take,1,,tablet,4,13, 1 tablet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,1,,2,,day,,,,,,,,34,49,every other day,every 2 days,,,,,,,,,,,1,,50,122,as needed poor oral intake/dehydration for up to 2 doses on pod2 & pod 4
ADMINISTER 1 SPRAY INTO EACH NOSTRIL 5 TIMES A DAY FOR 5 DAYS,administer 1 spray into each nostril 5 times a day for 5 days,administer,0,10,administer,1,,spray,10,18, 1 spray,,,,,,,in each nostril,19,36,into each nostril,5,,1,,day,,,,,,,,37,50,5 times a day,5 times per day,,,,,5,,day,51,60,5 day,,,,,
TAKE 1 TABLET (20 MG TOTAL) BY MOUTH DAILY FOR 3 DOSES,take 1 tablet 20 mg total by mouth daily for 3 doses,take,0,4,take,1,,tablet,4,13, 1 tablet,20,,mg,13,19, 20 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,,,,,,,,,,,
TAKE 3 ML (2.5 MG TOTAL) BY NEBULIZATION EVERY 4 HOURS AS NEEDED FOR WHEEZING OR SHORTNESS OF BREATH (COUGH),take 3 ml 2.5 mg total by nebulization every 4 hours as needed for wheezing or shortness of breath cough,take,0,4,take,3,,mL,4,9, 3 ml,2.5,,mg,9,16, 2.5 mg,via nebulization,26,38,nebulization,1,,4,,hour,,,,,,,,39,51,every 4 hour,every 4 hours,,,,,,,,,,,1,"wheezing,shortness of breath,cough",53,104,as needed for wheezing or shortness of breath cough
TAKE 5.6 ML (448 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 10 DAYS,take 5.6 ml 448 mg total by mouth every 12 hours for 10 days,take,0,4,take,5.6,,mL,4,11, 5.6 ml,448,,mg,11,18, 448 mg,by mouth,25,33,by mouth,1,,12,,hour,,,,,,,,34,47,every 12 hour,every 12 hours,,,,,10,,day,49,59,10 day,,,,,
TAKE 1 TABLET (4 MG TOTAL) BY MOUTH EVERY MORNING,take 1 tablet 4 mg total by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,47,every morning,daily,in the morning,34,47,every morning,,,,,,,,,,,
CHEW 1 TABLET (80 MG TOTAL) 3 TIMES A DAY AS NEEDED FOR FLATULENCE,chew 1 tablet 80 mg total 3 times a day as needed for flatulence,chew,0,4,chew,1,,tablet,4,13, 1 tablet,80,,mg,13,19, 80 mg,,,,,3,,1,,day,,,,,,,,26,39,3 times a day,3 times per day,,,,,,,,,,,1,flatulence,40,64,as needed for flatulence
TAKE 5.4 ML (432 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 10 DAYS,take 5.4 ml 432 mg total by mouth every 12 hours for 10 days,take,0,4,take,5.4,,mL,4,11, 5.4 ml,432,,mg,11,18, 432 mg,by mouth,25,33,by mouth,1,,12,,hour,,,,,,,,34,47,every 12 hour,every 12 hours,,,,,10,,day,49,59,10 day,,,,,
INJECT 0.25 MG UNDER THE SKIN WEEKLY FOR 28 DAYS,inject 0.25 mg under the skin weekly for 28 days,inject,0,6,inject,,,,,,,0.25,,mg,6,14, 0.25 mg,subcutaneously,15,29,under the skin,1,,1,,week,,,,,,,,30,36,weekly,every week,,,,,28,,day,37,47,28 day,,,,,
TAKE 2 CAPSULES (0.8 MG TOTAL) BY MOUTH EVERY NIGHT,take 2 capsules 0.8 mg total by mouth every night,take,0,4,take,2,,capsule,4,15, 2 capsules,0.8,,mg,15,22, 0.8 mg,by mouth,29,37,by mouth,1,,1,,day,,,,,,,,38,49,every night,daily,at night,38,49,every night,,,,,,,,,,,
INJECT 0.3 ML (30 UNITS TOTAL) UNDER THE SKIN 2 TIMES A DAY,inject 0.3 ml 30 units total under the skin 2 times a day,inject,0,6,inject,0.3,,mL,6,13, 0.3 ml,30,,units,13,22, 30 units,subcutaneously,29,43,under the skin,2,,1,,day,,,,,,,,44,57,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET(10 MG) BY MOUTH THREE TIMES DAILY,take 1 tablet10 mg by mouth three times daily,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,18,10 mg,by mouth,19,27,by mouth,3,,1,,day,,,,,,,,28,45,three times daily,3 times per day,,,,,,,,,,,,,,,
USE TO TEST BLOOD SUGAR DAILY,use to test blood sugar daily,use,0,3,use,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
AZITHROMYCIN 250 MG TABLET   TAKE 2 TABLETS (500 MG) BY ORAL ROUTE ONCE DAILY FOR 1 DAY THEN 1 TABLET (250 MG) BY ORAL ROUTE ONCE DAILY FOR 4 DAYS,azithromycin 250 mg tablet take 2 tablets 500 mg by oral route once daily for 1 day then 1 tablet 250 mg by oral route once daily for 4 days,take,27,31,take,2,,tablet,31,41, 2 tablets,250,,mg,12,19, 250 mg,by mouth,52,56,oral,1,,1,,day,,,,,,,,63,73,once daily,daily,,,,,1,,day,74,83,1 day,,,,,
TAKE 37.5 MG BY MOUTH DAILY. WITH FOOD,take 37.5 mg by mouth daily with food,take,0,4,take,,,,,,,37.5,,mg,4,12, 37.5 mg,by mouth,13,21,by mouth,1,,1,,day,,,,,,,,22,27,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET(150 MG) BY MOUTH TWICE DAILY,take 1 tablet150 mg by mouth twice daily,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,19,150 mg,by mouth,20,28,by mouth,2,,1,,day,,,,,,,,29,40,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 45 MG BY MOUTH AT BEDTIME,take 45 mg by mouth at bedtime,take,0,4,take,,,,,,,45,,mg,4,10, 45 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,30,at bedtime,daily,at bedtime,20,30,at bedtime,,,,,,,,,,,
