sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
Apply a small amount to affected area twice daily,apply,0,5,Apply,,,,,,,,,,,,,topical route,21,37,to affected area,2,,1,,day,,,,,,,,,38,49,twice daily,twice daily,,,,,,,,,,,
800 mg 1 tablet as needed ,,,,,1,,tablet,6,12, 1 tab,800,,mg,0,6,800 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,16,26,as needed 
4 mg tablet daily,,,,,,,,,,,4,,mg,0,4,4 mg,,,,,1,,1,,day,,,,,,,,,12,17,daily,daily,,,,,,,,,,,
1 tablet by mouth four times a day as needed for diarrhea,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,4,,1,,day,,,,,,,,,18,34,four times a day,4 times per day,,,,,,,1,diarrhea,35,57,as needed for diarrhea
400mg po once daily,,,,,,,,,,,400,,mg,0,5,400mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,19,once daily,daily,,,,,,,,,,,
1 patch topical daily,,,,,1,,transdermal patch,0,7,1 patch,,,,,,,topical route,8,15,topical,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
25mg po twice a day,,,,,,,,,,,25,,mg,0,4,25mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,19,twice a day,twice daily,,,,,,,,,,,
1 tablet by mouth three times a day for 4 day(s) as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,35,three times a day,3 times per day,4,,day,36,45,4 day,1,pain,49,67,as needed for pain
Use to test blood glucose 4 times daily as directed. Dx Code 250.01,use,0,3,Use,,,,,,,,,,,,,,,,,4,,1,,day,,,,,,,,,26,39,4 times daily,4 times per day,,,,,,,,,,,
325 mg orally twice daily x 3 months,,,,,,,,,,,325,,mg,0,6,325 mg,oral,7,13,orally,2,,1,,day,,,,,,,,,14,25,twice daily,twice daily,3,,mondayth,26,35,3 month,,,,,
1 capsule by mouth twice a day for 10 day(s) as needed for constipation,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,2,,1,,day,,,,,,,,,19,30,twice a day,twice daily,10,,day,31,41,10 day,1,constipation,45,71,as needed for constipation
1000mg one pill by mouth daily,,,,,1,,pilL,6,15, one pill,1000,,mg,0,6,1000mg,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
(Also Known As Nitrostat) 1 tablet in the cheek at the first sign of symptoms,,,,,1,,tablet,25,31, 1 tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 tablet by mouth every 6 hours for 7 day(s) as needed for headache,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,7,,day,32,41,7 day,1,headache,45,67,as needed for headache
1 mg take one by mouth daily,take,5,9,take,,,,,,,1,,mg,0,4,1 mg,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
18 mcg inhaled daily,,,,,,,,,,,18,,mcg,0,6,18 mcg,,,,,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
1 tablet by mouth every 6 hours for seven days as needed for nausea,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,7,,day,32,45,seven day,1,nausea,47,67,as needed for nausea
"take 1 tablet (20 mg) by oral route ; if headache returns, the dose may be repeated after 2 hours, but no more than two doses should be given within a 24-hour period.",take,0,4,take,1,,tablet,4,10, 1 tab,20,,mg,13,20, (20 mg,oral,25,29,oral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5-25mg one by mouth daily,,,,,,,,,,,37.5,25,mg,0,9,37.5-25mg,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
take daily by mouth,take,0,4,take,,,,,,,,,,,,,oral,11,19,by mouth,1,,1,,day,,,,,,,,,5,10,daily,daily,,,,,,,,,,,
5mg 1/2 tablet by mouth twice daily,,,,,1/2,,tablet,3,11, 1/2 tab,5,,mg,0,3,5mg,oral,15,23,by mouth,2,,1,,day,,,,,,,,,24,35,twice daily,twice daily,,,,,,,,,,,
2mg take 1 tablet by mouth daily,take,4,8,take,1,,tablet,8,14, 1 tab,2,,mg,0,3,2mg,oral,18,26,by mouth,1,,1,,day,,,,,,,,,27,32,daily,daily,,,,,,,,,,,
(Also Known As FML Liquifilm) 1 drop in the right eye four times a day,,,,,1,,drops dose form,29,36, 1 drop,,,,,,,ophthalmic route,43,53, right eye,4,,1,,day,,,,,,,,,54,70,four times a day,4 times per day,,,,,,,,,,,
(Also Known As Flagyl) 1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,1,,12,,hour,,,,,,,,,41,54,every 12 hour,every 12 hours,10,,day,56,66,10 day,,,,,
5 mg-325 mg tablet 1 tablet by mouth every 4 hours as needed for pain,,,,,1,,tablet,18,24, 1 tab,5,,mg,0,4,5 mg,oral,28,36,by mouth,1,,4,,hour,,,,,,,,,37,49,every 4 hour,every 4 hours,,,,,,,1,pain,51,69,as needed for pain
1 tablet by mouth twice a day as needed for Migraine/nausea,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,29,twice a day,twice daily,,,,,,,1,Migraine,30,52,as needed for Migraine
3 drops in each affected ear twice a day for 14 days,,,,,3,,drops dose form,0,6,3 drop,,,,,,,otic route,8,28,in each affected ear,2,,1,,day,,,,,,,,,29,40,twice a day,twice daily,14,,day,41,51,14 day,,,,,
25 mg orally as needed,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,12,orally,,,,,,,,,,,,,,,,,,,,,,,,1,,13,22,as needed
2000 units by mouth twice daily,,,,,,,,,,,,,,,,,oral,11,19,by mouth,2,,1,,day,,,,,,,,,20,31,twice daily,twice daily,,,,,,,,,,,
200 mg 2-3 tablets by mouth as needed,,,,,2,3,tablet,6,14, 2-3 tab,200,,mg,0,6,200 mg,oral,19,27,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,28,37,as needed
12.5mg  by mouth daily,,,,,,,,,,,12.5,,mg,0,6,12.5mg,oral,8,16,by mouth,1,,1,,day,,,,,,,,,17,22,daily,daily,,,,,,,,,,,
65 units subcutaneously every evening at bedtime,,,,,,,,,,,,,,,,,subcutaneous route,9,23,subcutaneously,1,,1,,day,,,,,in the evening,,,,24,37,every evening,daily in the evening,,,,,,,,,,,
0.4 mg one tablet by mouth per day,,,,,1,,tablet,6,14, one tab,0.4,,mg,0,6,0.4 mg,oral,18,26,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
injection twice monthly,,,,,,,,,,,,,,,,,,,,,2,,1,,month,,,,,,,,,10,23,twice monthly,2 times per month,,,,,,,,,,,
50/12.5mg po daily,,,,,,,,,,,50/12.5,,mg,0,9,50/12.5mg,oral,10,12,po,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
one tablet po qd,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,13,po,1,,1,,day,,,,,d,,,,14,16,qd,daily d,,,,,,,,,,,
2 tablets by mouth every evening at bedtime as needed for constipation,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,in the evening,,,,19,32,every evening,daily in the evening,,,,,,,1,constipation,44,70,as needed for constipation
(Ultram) 1 tablet by mouth every 8 hours as needed for pain,,,,,1,,tablet,8,14, 1 tab,,,,,,,oral,18,26,by mouth,1,,8,,hour,,,,,,,,,27,39,every 8 hour,every 8 hours,,,,,,,1,pain,41,59,as needed for pain
(Also Known As Pravachol) 1 tablet by mouth every evening at bedtime for 90 day(s),,,,,1,,tablet,25,31, 1 tab,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,in the evening,,,,44,57,every evening,daily in the evening,90,,day,69,79,90 day,,,,,
40mg by mouth three times daily ,,,,,,,,,,,40,,mg,0,4,40mg,oral,5,13,by mouth,3,,1,,day,,,,,,,,,14,31,three times daily,3 times per day,,,,,,,,,,,
400MG (Oral Capsule Delayed Release) PO QD,,,,,,,,,,,400,,mg,0,5,400MG,oral,7,11,Oral,1,,1,,day,,,,,D,,,,40,42,QD,daily D,,,,,,,,,,,
apply a thin layer to the affected area(s) by topical route 2 times per day as needed for flares,apply,0,5,apply,,,,,,,,,,,,,topical route,46,53,topical,2,,1,,day,,,,,,,,,60,75,2 times per day,twice daily,,,,,,,1,flares,76,96,as needed for flares
Take 40 mg by mouth at bedtime.,take,0,4,Take,,,,,,,40,,mg,4,10, 40 mg,oral,11,19,by mouth,1,,,,,,,,,bedtime,,,,20,30,at bedtime, bedtime,,,,,,,,,,,
180 mg tablet by mouth daily,,,,,,,,,,,180,,mg,0,6,180 mg,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
100mcg take one tablet daily,take,7,11,take,1,,tablet,11,19, one tab,100,,mcg,0,6,100mcg,,,,,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
Apply 2 grams topically to foot four times a day,apply,0,5,Apply,,,,,,,2,,g,5,12, 2 gram,,,,,4,,1,,day,,,,,,,,,32,48,four times a day,4 times per day,,,,,,,,,,,
5/6.25mg by mouth daily,,,,,,,,,,,5/6.25,,mg,0,8,5/6.25mg,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,,,,,,,,,,,
2.5 milligrams from the inhaler daily,,,,,,,,,,,2.5,,mg,0,13,2.5 milligram,,,,,1,,1,,day,,,,,,,,,32,37,daily,daily,,,,,,,,,,,
300 mg capsule (Also Known As Neurontin) 1 capsule by mouth daily,,,,,1,,capsule,40,50, 1 capsule,300,,mg,0,6,300 mg,oral,51,59,by mouth,1,,1,,day,,,,,,,,,60,65,daily,daily,,,,,,,,,,,
apply a pea-sized amount by topical route once daily to cover areas of face with thin layer,apply,0,5,apply,,,,,,,,,,,,,topical route,28,35,topical,1,,1,,day,,,,,,,,,42,52,once daily,daily,,,,,,,,,,,
500mg by mouth  twice daily,,,,,,,,,,,500,,mg,0,5,500mg,oral,6,14,by mouth,2,,1,,day,,,,,,,,,16,27,twice daily,twice daily,,,,,,,,,,,
300 mg 1 tablet by mouth twice a day,,,,,1,,tablet,6,12, 1 tab,300,,mg,0,6,300 mg,oral,16,24,by mouth,2,,1,,day,,,,,,,,,25,36,twice a day,twice daily,,,,,,,,,,,
2 puffs from the inhaler q6h prn,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,1,,6,,hour,,,,,,,,,25,28,q6h,every 6 hours,,,,,,,1,,29,32,prn
250/50 1 puff by mouth twice daily,,,,,1,,pressurised inhalation,6,13, 1 puff,,,,,,,oral,14,22,by mouth,2,,1,,day,,,,,,,,,23,34,twice daily,twice daily,,,,,,,,,,,
1 twice daily by mouth,,,,,,,,,,,,,,,,,oral,14,22,by mouth,2,,1,,day,,,,,,,,,2,13,twice daily,twice daily,,,,,,,,,,,
Please use to check blood glucose 4x/day. Before each meal and bedtime,use,7,10,use,,,,,,,,,,,,,,,,,,,,,,,,,,Before meal,,,,42,58,Before each meal, Before meal,,,,,,,,,,,
15mg One tablet by mouth at bedtime,,,,,1,,tablet,4,12, One tab,15,,mg,0,4,15mg,oral,16,24,by mouth,1,,,,,,,,,bedtime,,,,25,35,at bedtime, bedtime,,,,,,,,,,,
(Also Known As Norco) 1-2 tablets by mouth q4h-6h as needed for pain,,,,,1,2,tablet,21,29, 1-2 tab,,,,,,,oral,34,42,by mouth,1,,4,,hour,,,,,,,,,43,46,q4h,every 4 hours,,,,,,,1,pain,50,68,as needed for pain
Take daily as needed,take,0,4,Take,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,5,10,daily,daily,,,,,,,1,,11,20,as needed
0.5 mg 1 tablet by mouth three times daily,,,,,1,,tablet,6,12, 1 tab,0.5,,mg,0,6,0.5 mg,oral,16,24,by mouth,3,,1,,day,,,,,,,,,25,42,three times daily,3 times per day,,,,,,,,,,,
20 mg one tab oral daily,,,,,1,,tablet,5,13, one tab,20,,mg,0,5,20 mg,oral,14,18,oral,1,,1,,day,,,,,,,,,19,24,daily,daily,,,,,,,,,,,
15mg by mouth at night,,,,,,,,,,,15,,mg,0,4,15mg,oral,5,13,by mouth,1,,,,,,,,,at night,,,,14,22,at night, at night,,,,,,,,,,,
1 capsule by mouth every 6 hours for 10 days as needed for pain,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,6,,hour,,,,,,,,,19,31,every 6 hour,every 6 hours,10,,day,33,43,10 day,1,pain,45,63,as needed for pain
2 puffs every 12 hours,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,1,,12,,hour,,,,,,,,,8,21,every 12 hour,every 12 hours,,,,,,,,,,,
(Also Known As Bentyl) 1 capsule by mouth every 6 hours,,,,,1,,capsule,22,32, 1 capsule,,,,,,,oral,33,41,by mouth,1,,6,,hour,,,,,,,,,42,54,every 6 hour,every 6 hours,,,,,,,,,,,
2000 i u one orally daily,,,,,,,,,,,,,,,,,oral,13,19,orally,1,,1,,day,,,,,,,,,20,25,daily,daily,,,,,,,,,,,
250 mg every 6 hours as needed for until discontinued,,,,,,,,,,,250,,mg,0,6,250 mg,,,,,1,,6,,hour,,,,,,,,,7,19,every 6 hour,every 6 hours,,,,,,,1,until discontinued,21,53,as needed for until discontinued
100 mg one tablet by mouth every morning,,,,,1,,tablet,6,14, one tab,100,,mg,0,6,100 mg,oral,18,26,by mouth,1,,1,,day,,,,,in the morning,,,,27,40,every morning,daily in the morning,,,,,,,,,,,
10mg one by mouth daily--per pt.,,,,,,,,,,,10,,mg,0,4,10mg,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,,,,,,,,,,,
500 mg tablet 2 tablets by mouth every 8 hours as needed for pain,,,,,2,,tablet,13,19, 2 tab,500,,mg,0,6,500 mg,oral,24,32,by mouth,1,,8,,hour,,,,,,,,,33,45,every 8 hour,every 8 hours,,,,,,,1,pain,47,65,as needed for pain
150 MG take one tablet twice daily,take,7,11,take,1,,tablet,11,19, one tab,150,,mg,0,6,150 MG,,,,,2,,1,,day,,,,,,,,,23,34,twice daily,twice daily,,,,,,,,,,,
81mg tablet take one tablet by mouth daily,take,12,16,take,1,,tablet,16,24, one tab,81,,mg,0,4,81mg,oral,28,36,by mouth,1,,1,,day,,,,,,,,,37,42,daily,daily,,,,,,,,,,,
5 mg once daily at bedtime,,,,,,,,,,,5,,mg,0,4,5 mg,,,,,1,,,,,,,,,bedtime,,,,16,26,at bedtime, bedtime,,,,,,,,,,,
10 mg 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,5,11, 1 tab,10,,mg,0,5,10 mg,oral,15,23,by mouth,1,,1,,day,,,,,in the evening,,,,24,37,every evening,daily in the evening,,,,,,,,,,,
20mg by mouth as directed,,,,,,,,,,,20,,mg,0,4,20mg,oral,5,13,by mouth,,,,,,,,,,,,,,14,25,as directed,,,,,,,,,,,,
50 mg tablet at bedtime,,,,,,,,,,,50,,mg,0,5,50 mg,,,,,1,,,,,,,,,bedtime,,,,13,23,at bedtime, bedtime,,,,,,,,,,,
1000mg 1 cap po daily,,,,,1,,capsule,6,12, 1 cap,1000,,mg,0,6,1000mg,oral,13,15,po,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
(Also Known As Razadyne) 1 tablet by mouth twice a day,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,2,,1,,day,,,,,,,,,43,54,twice a day,twice daily,,,,,,,,,,,
1 mg po three times daily,,,,,,,,,,,1,,mg,0,4,1 mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,25,three times daily,3 times per day,,,,,,,,,,,
(10mg)-1 Tablet PO Daily,,,,,1,,tablet,7,12,1 Tab,10,,mg,0,5,(10mg,oral,16,18,PO,1,,1,,day,,,,,,,,,19,24,Daily,daily,,,,,,,,,,,
1 capsule by mouth twice a day for 7 days as needed,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,2,,1,,day,,,,,,,,,19,30,twice a day,twice daily,7,,day,31,40,7 day,1,,42,51,as needed
40mg tablet take 1 tablet by mouth daily,take,12,16,take,1,,tablet,16,22, 1 tab,40,,mg,0,4,40mg,oral,26,34,by mouth,1,,1,,day,,,,,,,,,35,40,daily,daily,,,,,,,,,,,
Use to test Bg 6x per day.,use,0,3,Use,,,,,,,,,,,,,,,,,6,,1,,day,,,,,,,,,15,25,6x per day,6 times per day,,,,,,,,,,,
"5 mg orally once daily, in the evening",,,,,,,,,,,5,,mg,0,4,5 mg,oral,5,11,orally,1,,1,,day,,,,,,,,,12,22,once daily,daily,,,,,,,,,,,
1-2 tablets by mouth every 4 hours for 3 days as needed for pain,,,,,1,2,tablet,0,7,1-2 tab,,,,,,,oral,12,20,by mouth,1,,4,,hour,,,,,,,,,21,33,every 4 hour,every 4 hours,3,,day,35,44,3 day,1,pain,46,64,as needed for pain
(Ativan) 1 tablet by mouth twice a day as needed for anxiety,,,,,1,,tablet,8,14, 1 tab,,,,,,,oral,18,26,by mouth,2,,1,,day,,,,,,,,,27,38,twice a day,twice daily,,,,,,,1,anxiety,39,60,as needed for anxiety
10 mg Daily as needed for allergies,,,,,,,,,,,10,,mg,0,5,10 mg,,,,,1,,1,,day,,,,,,,,,6,11,Daily,daily,,,,,,,1,allergies,12,35,as needed for allergies
(Also Known As Benicar HCT) 1 tablet by mouth daily,,,,,1,,tablet,27,33, 1 tab,,,,,,,oral,37,45,by mouth,1,,1,,day,,,,,,,,,46,51,daily,daily,,,,,,,,,,,
TAKE 1 TABLET AT BEDTIME,take,0,4,TAKE,1,,tablet,4,10, 1 TAB,,,,,,,,,,,1,,,,,,,,,BEDTIME,,,,14,24,AT BEDTIME, BEDTIME,,,,,,,,,,,
10mg 1 tablet per day,,,,,1,,tablet,4,10, 1 tab,10,,mg,0,4,10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 mg one by mouth three times a day,,,,,,,,,,,100,,mg,0,6,100 mg,oral,11,19,by mouth,3,,1,,day,,,,,,,,,20,37,three times a day,3 times per day,,,,,,,,,,,
1 capsule by mouth every 4 hours for 3 days as needed for pain,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,4,,hour,,,,,,,,,19,31,every 4 hour,every 4 hours,3,,day,33,42,3 day,1,pain,44,62,as needed for pain
75mg one tablet daily by mouth,,,,,1,,tablet,4,12, one tab,75,,mg,0,4,75mg,oral,22,30,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
25mg 1 orally daily,,,,,,,,,,,25,,mg,0,4,25mg,oral,7,13,orally,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
take 1 tablet (150 mg) by oral route once a month on the same date with a full glass of water at least 30 min before first food or drink of the day; remain in an upright position for at least 30 min.,take,0,4,take,1,,tablet,4,10, 1 tab,150,,mg,13,21, (150 mg,oral,26,30,oral,1,,1,,month,,,,,,,,,37,49,once a month,every month,,,,,,,,,,,
25 mg every 8 hours for until discontinued,,,,,,,,,,,25,,mg,0,5,25 mg,,,,,1,,8,,hour,,,,,,,,,6,18,every 8 hour,every 8 hours,,,,,,,,,,,
5000 International Units 1 tablet by mouth once daily,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,1,,1,,day,,,,,,,,,43,53,once daily,daily,,,,,,,,,,,
(Also Known As Zestoretic) 2 tablets by mouth every morning,,,,,2,,tablet,26,32, 2 tab,,,,,,,oral,37,45,by mouth,1,,1,,day,,,,,in the morning,,,,46,59,every morning,daily in the morning,,,,,,,,,,,
(Also Known As Valium) 1 tablet by mouth twice a day as needed for vertigo,,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,2,,1,,day,,,,,,,,,41,52,twice a day,twice daily,,,,,,,1,vertigo,53,74,as needed for vertigo
(Also Known As Lasix) 0.5 tablet by mouth twice a day,,,,,0.5,,tablet,21,29, 0.5 tab,,,,,,,oral,33,41,by mouth,2,,1,,day,,,,,,,,,42,53,twice a day,twice daily,,,,,,,,,,,
1 spray twice a day,spray,2,7,spray,1,,spray dose form,0,7,1 spray,,,,,,,,,,,2,,1,,day,,,,,,,,,8,19,twice a day,twice daily,,,,,,,,,,,
4 mg by mouth every 6 hours as needed for nausea,,,,,,,,,,,4,,mg,0,4,4 mg,oral,5,13,by mouth,1,,6,,hour,,,,,,,,,14,26,every 6 hour,every 6 hours,,,,,,,1,nausea,28,48,as needed for nausea
one application daily,,,,,1,,application,0,15,one application,,,,,,,,,,,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
2 puffs 15-20 minutes prior to exertion and may repeat as needed for shortness of breath or wheezing,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,shortness of breath or wheezing,55,100,as needed for shortness of breath or wheezing
5 mg at bedtime as needed,,,,,,,,,,,5,,mg,0,4,5 mg,,,,,1,,,,,,,,,bedtime,,,,5,15,at bedtime, bedtime,,,,,,,1,,16,25,as needed
150 mg 2 tablets by mouth daily ,,,,,2,,tablet,6,12, 2 tab,150,,mg,0,6,150 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,31,daily,daily,,,,,,,,,,,
1 tablet by mouth q6h prn as needed for nausea,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,21,q6h,every 6 hours,,,,,,,1,as needed for nausea,22,46,prn as needed for nausea
1 tsp twice a day,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,6,17,twice a day,twice daily,,,,,,,,,,,
20 UN sub cutaneous every morning,,,,,,,,,,,,,,,,,subcutaneous route,6,19,sub cutaneous,1,,1,,day,,,,,in the morning,,,,20,33,every morning,daily in the morning,,,,,,,,,,,
6 milliliters (90 mg) by mouth every 8 hours for 7 days,,,,,6,,mL,0,12,6 milliliter,90,,mg,13,20, (90 mg,oral,22,30,by mouth,1,,8,,hour,,,,,,,,,31,43,every 8 hour,every 8 hours,7,,day,45,54,7 day,,,,,
one tablet by mouth PRN,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,19,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,20,23,PRN
one spray in each nostril once a day,spray,4,9,spray,1,,spray dose form,0,9,one spray,,,,,,,nasal route,10,25,in each nostril,1,,1,,day,,,,,,,,,26,36,once a day,daily,,,,,,,,,,,
25mg. daily tab by mouth,,,,,,,,,,,25,,mg,0,4,25mg,oral,16,24,by mouth,1,,1,,day,,,,,,,,,6,11,daily,daily,,,,,,,,,,,
(Also Known As Hycet) 5 milliliters by mouth every 4 hours for 7 days as needed for pain,,,,,5,,mL,21,34, 5 milliliter,,,,,,,oral,36,44,by mouth,1,,4,,hour,,,,,,,,,45,57,every 4 hour,every 4 hours,7,,day,59,68,7 day,1,pain,70,88,as needed for pain
12.5 milliliters (1000 mg) by mouth twice a day for 10 day(s),,,,,12.5,,mL,0,15,12.5 milliliter,1000,,mg,16,25, (1000 mg,oral,27,35,by mouth,2,,1,,day,,,,,,,,,36,47,twice a day,twice daily,10,,day,48,58,10 day,,,,,
40 mg 1 taBLET BY MOUTH every night ,,,,,1,,tablet,5,11, 1 taB,40,,mg,0,5,40 mg,oral,15,23,BY MOUTH,1,,1,,day,,,,,at night,,,,24,35,every night,daily at night,,,,,,,,,,,
1 tablet by mouth daily for 5 days as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,5,,day,24,33,5 day,1,,35,44,as needed
80 mg 1/2 tab daily,,,,,1/2,,tablet,5,13, 1/2 tab,80,,mg,0,5,80 mg,,,,,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
inject as directed for severe allergic response,inject,0,6,inject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,as directed,,,,,,,,,,,,
"500mg, Twice per day ",,,,,,,,,,,500,,mg,0,5,500mg,,,,,2,,1,,day,,,,,,,,,7,20,Twice per day,twice daily,,,,,,,,,,,
7.5mg by mouth twice a day,,,,,,,,,,,7.5,,mg,0,5,7.5mg,oral,6,14,by mouth,2,,1,,day,,,,,,,,,15,26,twice a day,twice daily,,,,,,,,,,,
1.25mg once a week,,,,,,,,,,,1.25,,mg,0,6,1.25mg,,,,,1,,1,,week,,,,,,,,,7,18,once a week,every week,,,,,,,,,,,
(Also Known As Bactrim DS) 1 tablet by mouth twice a day for 4 days,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,2,,1,,day,,,,,,,,,45,56,twice a day,twice daily,4,,day,57,66,4 day,,,,,
1 tablet by mouth three times weekly,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,week,,,,,,,,,18,36,three times weekly,3 times per week,,,,,,,,,,,
5 mg tablet by mouth as needed,,,,,,,,,,,5,,mg,0,4,5 mg,oral,12,20,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,21,30,as needed
(Also Known As Zarontin) 5 milliliters (250 mg) by mouth twice a day,,,,,5,,mL,24,37, 5 milliliter,250,,mg,38,46, (250 mg,oral,48,56,by mouth,2,,1,,day,,,,,,,,,57,68,twice a day,twice daily,,,,,,,,,,,
10 mg tablet by mouth daily at bedtime,,,,,,,,,,,10,,mg,0,5,10 mg,oral,13,21,by mouth,1,,,,,,,,,bedtime,,,,28,38,at bedtime, bedtime,,,,,,,,,,,
12.5mg 1 tab twice daily,,,,,1,,tablet,6,12, 1 tab,12.5,,mg,0,6,12.5mg,,,,,2,,1,,day,,,,,,,,,13,24,twice daily,twice daily,,,,,,,,,,,
100 mg every day,,,,,,,,,,,100,,mg,0,6,100 mg,,,,,1,,1,,day,,,,,day,,,,7,16,every day,daily day,,,,,,,,,,,
(Also Known As Lomotil) 2 tablets by mouth twice a day as needed for diarrhea,,,,,2,,tablet,23,29, 2 tab,,,,,,,oral,34,42,by mouth,2,,1,,day,,,,,,,,,43,54,twice a day,twice daily,,,,,,,1,diarrhea,55,77,as needed for diarrhea
(Also Known As Arthrotec 75) 1 tablet by mouth twice a day,,,,,1,,tablet,28,34, 1 tab,,,,,,,oral,38,46,by mouth,2,,1,,day,,,,,,,,,47,58,twice a day,twice daily,,,,,,,,,,,
(Also Known As Topamax) 1 capsule by mouth every evening at bedtime,,,,,1,,capsule,23,33, 1 capsule,,,,,,,oral,34,42,by mouth,1,,1,,day,,,,,in the evening,,,,43,56,every evening,daily in the evening,,,,,,,,,,,
200mcg by mouth once daily,,,,,,,,,,,200,,mcg,0,6,200mcg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,26,once daily,daily,,,,,,,,,,,
2 PUF daily for until discontinued,,,,,2,,pressurised inhalation,0,5,2 PUF,,,,,,,,,,,1,,1,,day,,,,,,,,,6,11,daily,daily,,,,,,,,,,,
