original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
TAKE 1 CAPSULE BY MOUTH EVERY WEEK,take 1 capsule by mouth every week,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,week,,,,,,,,24,34,every week,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH EVERYDAY AT BEDTIME,take 1 capsule by mouth everyday at bedtime,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,43,everyday at bedtime,daily,at bedtime,33,43,at bedtime,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH FOUR TIMES A DAY,take 1 capsule by mouth four times a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,4,,1,,day,,,,,,,,24,40,four times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH FOUR TIMES DAILY,take 1 capsule by mouth four times daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,4,,1,,day,,,,,,,,24,40,four times daily,4 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH IN THE MORNING,take 1 capsule by mouth in the morning,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,38,in the morning,daily,in the morning,24,38,in the morning,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH NIGHTLY,take 1 capsule by mouth nightly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,31,nightly,daily,at night,24,31,nightly,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH ONCE A DAY,take 1 capsule by mouth once a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,34,once a day,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH ONCE A WEEK,take 1 capsule by mouth once a week,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,week,,,,,,,,24,35,once a week,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH ONCE DAILY,take 1 capsule by mouth once daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,34,once daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH ONCE DAILY AT BEDTIME,take 1 capsule by mouth once daily at bedtime,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,34,once daily,daily,at bedtime,35,45,at bedtime,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH ONCE DAILY WITH FOOD,take 1 capsule by mouth once daily with food,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,34,once daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH ONCE IN IMAGING,take 1 capsule by mouth once in imaging,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH ONCE WEEKLY,take 1 capsule by mouth once weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,week,,,,,,,,24,35,once weekly,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH ONE TIME A DAY,take 1 capsule by mouth one time a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,38,one time a day,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH THREE TIMES A DAY,take 1 capsule by mouth three times a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,3,,1,,day,,,,,,,,24,41,three times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH THREE TIMES A DAY AS NEEDED,take 1 capsule by mouth three times a day as needed,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,3,,1,,day,,,,,,,,24,41,three times a day,3 times per day,,,,,,,,,,,1,,42,51,as needed
TAKE 1 CAPSULE BY MOUTH THREE TIMES A DAY FOR 10 DAYS,take 1 capsule by mouth three times a day for 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,3,,1,,day,,,,,,,,24,41,three times a day,3 times per day,,,,,10,,day,42,52,10 day,,,,,
TAKE 1 CAPSULE BY MOUTH THREE TIMES DAILY,take 1 capsule by mouth three times daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,3,,1,,day,,,,,,,,24,41,three times daily,3 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH THREE TIMES DAILY FOR 7 DAYS,take 1 capsule by mouth three times daily for 7 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,3,,1,,day,,,,,,,,24,41,three times daily,3 times per day,,,,,7,,day,42,51,7 day,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE A DAY,take 1 capsule by mouth twice a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE A DAY FOR 10 DAYS,take 1 capsule by mouth twice a day for 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,10,,day,36,46,10 day,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE A DAY FOR 5 DAYS,take 1 capsule by mouth twice a day for 5 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,5,,day,36,45,5 day,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE A DAY FOR 7 DAYS,take 1 capsule by mouth twice a day for 7 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice a day,twice daily,,,,,7,,day,36,45,7 day,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE A WEEK,take 1 capsule by mouth twice a week,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,week,,,,,,,,24,36,twice a week,2 times per week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE DAILY,take 1 capsule by mouth twice daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE DAILY AS NEEDED,take 1 capsule by mouth twice daily as needed,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice daily,twice daily,,,,,,,,,,,1,,36,45,as needed
TAKE 1 CAPSULE BY MOUTH TWICE DAILY FOR 30 DAYS,take 1 capsule by mouth twice daily for 30 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice daily,twice daily,,,,,30,,day,36,46,30 day,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE DAILY FOR 5 DAYS,take 1 capsule by mouth twice daily for 5 days,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,35,twice daily,twice daily,,,,,5,,day,36,45,5 day,,,,,
TAKE 1 CAPSULE BY MOUTH TWICE WEEKLY,take 1 capsule by mouth twice weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,week,,,,,,,,24,36,twice weekly,2 times per week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH TWO TIMES A DAY,take 1 capsule by mouth two times a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,39,two times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH TWO TIMES DAILY,take 1 capsule by mouth two times daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,39,two times daily,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH WEEKLY,take 1 capsule by mouth weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,week,,,,,,,,24,30,weekly,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE DAILY,take 1 capsule daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE DAILY IN THE MORNING 1/2 HOUR      BEFORE BREAKFAST. *DNS*,take 1 capsule daily in the morning 1/2 hour before breakfast dns,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,20,daily,daily,in the morning,21,35,in the morning,,,,,,,,,,,
TAKE 1 CAPSULE DAILY WITH FOOD,take 1 capsule daily with food,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,20,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE EVERY       MORNING,take 1 capsule every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,28,every morning,daily,in the morning,15,28,every morning,,,,,,,,,,,
TAKE 1 CAPSULE EVERY *OTHER* DAY,take 1 capsule every other day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,2,,day,,,,,,,,15,30,every other day,every 2 days,,,,,,,,,,,,,,,
TAKE 1 CAPSULE EVERY 12 HOURS,take 1 capsule every 12 hours,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,12,,hour,,,,,,,,15,28,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 1 CAPSULE EVERY DAY,take 1 capsule every day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,24,every day,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE EVERY EVENING,take 1 capsule every evening,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,28,every evening,daily,in the evening,15,28,every evening,,,,,,,,,,,
TAKE 1 CAPSULE EVERY EVENING AT BEDTIME,take 1 capsule every evening at bedtime,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,39,every evening at bedtime,daily,in the evening at bedtime,15,39,every evening at bedtime,,,,,,,,,,,
TAKE 1 CAPSULE EVERY MORNING,take 1 capsule every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,28,every morning,daily,in the morning,15,28,every morning,,,,,,,,,,,
TAKE 1 CAPSULE EVERY NIGHT,take 1 capsule every night,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,26,every night,daily,at night,15,26,every night,,,,,,,,,,,
TAKE 1 CAPSULE EVERY WEEK,take 1 capsule every week,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,week,,,,,,,,15,25,every week,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE NIGHTLY,take 1 capsule nightly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,22,nightly,daily,at night,15,22,nightly,,,,,,,,,,,
TAKE 1 CAPSULE ONCE A WEEK,take 1 capsule once a week,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,week,,,,,,,,15,26,once a week,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE ONCE DAILY,take 1 capsule once daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,15,25,once daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE ONCE WEEKLY,take 1 capsule once weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,week,,,,,,,,15,26,once weekly,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE THREE TIMES A DAY,take 1 capsule three times a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,3,,1,,day,,,,,,,,15,32,three times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE THREE TIMES DAILY,take 1 capsule three times daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,3,,1,,day,,,,,,,,15,32,three times daily,3 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE TWICE A DAY,take 1 capsule twice a day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,2,,1,,day,,,,,,,,15,26,twice a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE TWICE DAILY,take 1 capsule twice daily,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,2,,1,,day,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE WEEKLY,take 1 capsule weekly,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,week,,,,,,,,15,21,weekly,every week,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(0.4 MG) BY MOUTH DAILY,take 1 capsule0.4 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,0.4,,mg,14,20,0.4 mg,by mouth,21,29,by mouth,1,,1,,day,,,,,,,,30,35,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(10 MG) BY MOUTH DAILY,take 1 capsule10 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,10,,mg,14,19,10 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(100 MG) BY MOUTH DAILY,take 1 capsule100 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,20,100 mg,by mouth,21,29,by mouth,1,,1,,day,,,,,,,,30,35,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(120 MG) BY MOUTH DAILY,take 1 capsule120 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,120,,mg,14,20,120 mg,by mouth,21,29,by mouth,1,,1,,day,,,,,,,,30,35,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(20 MG) BY MOUTH DAILY,take 1 capsule20 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,20,,mg,14,19,20 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(20 MG) BY MOUTH EVERY MORNING,take 1 capsule20 mg by mouth every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,20,,mg,14,19,20 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,42,every morning,daily,in the morning,29,42,every morning,,,,,,,,,,,
TAKE 1 CAPSULE(30 MG) BY MOUTH DAILY,take 1 capsule30 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,30,,mg,14,19,30 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(300 MG) BY MOUTH THREE TIMES DAILY,take 1 capsule300 mg by mouth three times daily,take,0,4,take,1,,capsule,4,14, 1 capsule,300,,mg,14,20,300 mg,by mouth,21,29,by mouth,3,,1,,day,,,,,,,,30,47,three times daily,3 times per day,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(40 MG) BY MOUTH DAILY,take 1 capsule40 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,40,,mg,14,19,40 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(40 MG) BY MOUTH EVERY MORNING,take 1 capsule40 mg by mouth every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,40,,mg,14,19,40 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,42,every morning,daily,in the morning,29,42,every morning,,,,,,,,,,,
TAKE 1 CAPSULE(60 MG) BY MOUTH DAILY,take 1 capsule60 mg by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,60,,mg,14,19,60 mg,by mouth,20,28,by mouth,1,,1,,day,,,,,,,,29,34,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE(S) EVERY DAY BY ORAL ROUTE,take 1 capsules every day by oral route,take,0,4,take,1,,capsule,4,15, 1 capsules,,,,,,,by mouth,29,33,oral,1,,1,,day,,,,,,,,16,25,every day,daily,,,,,,,,,,,,,,,
TAKE 1 DAILY,take 1 daily,take,0,4,take,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,7,12,daily,daily,,,,,,,,,,,,,,,
TAKE 1 EACH BY MOUTH DAILY,take 1 each by mouth daily,take,0,4,take,,,,,,,,,,,,,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 1 G BY MOUTH,take 1 g by mouth,take,0,4,take,,,,,,,1,,g,4,8, 1 g,by mouth,9,17,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 G BY MOUTH 2 (TWO) TIMES A DAY,take 1 g by mouth 2 two times a day,take,0,4,take,,,,,,,1,,g,4,8, 1 g,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,20,35,two times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 G BY MOUTH 2 TIMES A DAY,take 1 g by mouth 2 times a day,take,0,4,take,,,,,,,1,,g,4,8, 1 g,by mouth,9,17,by mouth,2,,1,,day,,,,,,,,18,31,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 G BY MOUTH 4 (FOUR) TIMES A DAY,take 1 g by mouth 4 four times a day,take,0,4,take,,,,,,,1,,g,4,8, 1 g,by mouth,9,17,by mouth,4,,1,,day,,,,,,,,20,36,four times a day,4 times per day,,,,,,,,,,,,,,,
TAKE 1 G BY MOUTH DAILY,take 1 g by mouth daily,take,0,4,take,,,,,,,1,,g,4,8, 1 g,by mouth,9,17,by mouth,1,,1,,day,,,,,,,,18,23,daily,daily,,,,,,,,,,,,,,,
"TAKE 1 GRAM BY MOUTH THE DAY BEFORE SURGERY AT 2PM, 4PM AND 10PM",take 1 gram by mouth the day before surgery at 2pm 4pm and 10pm,take,0,4,take,,,,,,,1,,g,4,11, 1 gram,by mouth,12,20,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 MG BY MOUTH,take 1 mg by mouth,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 MG BY MOUTH 2 (TWO) TIMES A DAY,take 1 mg by mouth 2 two times a day,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,21,36,two times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 MG BY MOUTH 2 (TWO) TIMES A DAY AS NEEDED,take 1 mg by mouth 2 two times a day as needed,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,21,36,two times a day,twice daily,,,,,,,,,,,1,,37,46,as needed
TAKE 1 MG BY MOUTH 2 TIMES A DAY,take 1 mg by mouth 2 times a day,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,2,,1,,day,,,,,,,,19,32,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 MG BY MOUTH 3 (THREE) TIMES A DAY,take 1 mg by mouth 3 three times a day,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,3,,1,,day,,,,,,,,21,38,three times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 MG BY MOUTH 3 TIMES A DAY,take 1 mg by mouth 3 times a day,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,3,,1,,day,,,,,,,,19,32,3 times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 MG BY MOUTH DAILY,take 1 mg by mouth daily,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,,,,,
TAKE 1 MG BY MOUTH DAILY AS NEEDED,take 1 mg by mouth daily as needed,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,1,,25,34,as needed
TAKE 1 MG BY MOUTH EVERY NIGHT,take 1 mg by mouth every night,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,30,every night,daily,at night,19,30,every night,,,,,,,,,,,
TAKE 1 MG BY MOUTH NIGHTLY,take 1 mg by mouth nightly,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,26,nightly,daily,at night,19,26,nightly,,,,,,,,,,,
TAKE 1 MG BY MOUTH NIGHTLY AS NEEDED,take 1 mg by mouth nightly as needed,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,26,nightly,daily,at night,19,26,nightly,,,,,,,1,,27,36,as needed
TAKE 1 ML (400 UNITS TOTAL) BY MOUTH DAILY,take 1 ml 400 units total by mouth daily,take,0,4,take,1,,mL,4,9, 1 ml,400,,units,9,19, 400 units,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,,,,,,,,,,,
TAKE 1 ML (8 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 1 ml 8 mg total by mouth 2 times a day,take,0,4,take,1,,mL,4,9, 1 ml,8,,mg,9,14, 8 mg,by mouth,21,29,by mouth,2,,1,,day,,,,,,,,30,43,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 ML BY MOUTH 4 TIMES A DAY FOR 15 DAYS. APPLY USING FINGER OR Q-TIP TO WHITE PLAQUES IN MOUTH 4 TIMES A DAY AFTER FEEDING,take 1 ml by mouth 4 times a day for 15 days apply using finger or q-tip to white plaques in mouth 4 times a day after feeding,take,0,4,take,1,,mL,4,9, 1 ml,,,,,,,by mouth,10,18,by mouth,4,,1,,day,,,,,,,,19,32,4 times a day,4 times per day,,,,,15,,day,33,43,15 day,,,,,
TAKE 1 ML BY MOUTH DAILY,take 1 ml by mouth daily,take,0,4,take,1,,mL,4,9, 1 ml,,,,,,,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,,,,,
TAKE 1 OR 2 TABLETS BY MOUTH EVERY 6 HOURS AS NEEDED FOR PAIN,take 1 or 2 tablets by mouth every 6 hours as needed for pain,take,0,4,take,1,2,tablet,4,19, 1 or 2 tablets,,,,,,,by mouth,20,28,by mouth,1,,6,,hour,,,,,,,,29,41,every 6 hour,every 6 hours,,,,,,,,,,,1,pain,43,61,as needed for pain
TAKE 1 OR 2 TABLETS EVERY 4 TO 6 HOURS AS NEEDED FOR PAIN *TO LAST 28 DAYS,take 1 or 2 tablets every 4 to 6 hours as needed for pain to last 28 days,take,0,4,take,1,2,tablet,4,19, 1 or 2 tablets,,,,,,,,,,,1,,4,6,hour,,,,,,,,20,37,every 4 to 6 hour,every 4-6 hours,,,,,,,,,,,1,pain,39,73,as needed for pain to last 28 days
TAKE 1 OR 2 TABLETS EVERY 4 TO 6 HOURS AS NEEDED FOR PAIN.  *TO LAST 28 DAYS*,take 1 or 2 tablets every 4 to 6 hours as needed for pain to last 28 days,take,0,4,take,1,2,tablet,4,19, 1 or 2 tablets,,,,,,,,,,,1,,4,6,hour,,,,,,,,20,37,every 4 to 6 hour,every 4-6 hours,,,,,,,,,,,1,pain,39,73,as needed for pain to last 28 days
TAKE 1 PACKET (1 G TOTAL) BY MOUTH ONCE FOR 1 DOSE,take 1 packet 1 g total by mouth once for 1 dose,take,0,4,take,1,,packet,4,13, 1 packet,1,,g,13,17, 1 g,by mouth,24,32,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAKE 1 PACKET (17 GRAM) MIXED WITH 8 OZ. WATER, JUICE, SODA, COFFEE OR TEA BY ORAL ROUTE ONCE DAILY",take 1 packet 17 gram mixed with 8 oz water juice soda coffee or tea by oral route once daily,take,0,4,take,1,,packet,4,13, 1 packet,17,,g,13,21, 17 gram,by mouth,72,76,oral,1,,1,,day,,,,,,,,83,93,once daily,daily,,,,,,,,,,,,,,,
TAKE 1 PACKET (4 MG TOTAL) BY MOUTH EVERY EVENING,take 1 packet 4 mg total by mouth every evening,take,0,4,take,1,,packet,4,13, 1 packet,4,,mg,13,18, 4 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,47,every evening,daily,in the evening,34,47,every evening,,,,,,,,,,,
TAKE 1 PACKET BY MOUTH 2 (TWO) TIMES A DAY,take 1 packet by mouth 2 two times a day,take,0,4,take,1,,packet,4,13, 1 packet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,25,40,two times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 PACKET BY MOUTH 3 (THREE) TIMES A DAY,take 1 packet by mouth 3 three times a day,take,0,4,take,1,,packet,4,13, 1 packet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,25,42,three times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 1 PACKET BY MOUTH DAILY,take 1 packet by mouth daily,take,0,4,take,1,,packet,4,13, 1 packet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
TAKE 1 PUFF BY MOUTH DAILY,take 1 puff by mouth daily,take,0,4,take,1,,puff,4,11, 1 puff,,,,,,,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 1 PUFF BY MOUTH EVERY DAY,take 1 puff by mouth every day,take,0,4,take,1,,puff,4,11, 1 puff,,,,,,,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,30,every day,daily,,,,,,,,,,,,,,,
